League,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER
2009-2010 NBA Orlando Pro Summer League Stats,DeVon Hardin,OKC,.710,.727,129.9,11.5,14.8,13.3,3.3,22.1,2.0,7.0,16.2,-6.4,1.8,115.2,94.9,20.3,14.6,18.3
2009-2010 NBA Orlando Pro Summer League Stats,Andre Ingram,UTA,.469,.469,80.4,2.7,15.7,8.7,22.4,5.9,4.9,-,17.6,5.4,0.9,107.4,99.7,7.7,13.8,18.0
2009-2010 NBA Orlando Pro Summer League Stats,Henry Walker,BOS,.557,.528,154.3,5.5,16.9,11.5,6.3,12.5,3.0,-,22.1,-3.2,1.3,107.0,99.6,7.3,24.8,17.7
2009-2010 NBA Orlando Pro Summer League Stats,Gabe Pruitt,BOS,.483,.447,119.0,2.1,8.5,5.4,28.4,15.4,3.1,-,22.8,4.5,1.1,102.8,102.8,0.0,36.8,17.7
2009-2010 NBA Orlando Pro Summer League Stats,Dionte Christmas,NJN,.639,.560,186.9,-,14.1,6.8,3.1,17.2,1.3,-,21.5,-7.0,1.5,107.3,110.2,-2.9,15.4,16.6
2009-2010 NBA Orlando Pro Summer League Stats,Marreese Speights,NJN,.452,.394,127.7,9.9,18.5,14.0,4.6,13.3,1.3,6.2,27.8,-6.6,1.0,88.6,106.9,-18.3,37.6,16.4
2009-2010 NBA Orlando Pro Summer League Stats,Levance Fields,ORL,.393,.409,61.4,-,9.4,4.6,34.3,-,2.0,-,19.2,12.5,0.8,103.5,105.9,-2.4,7.4,16.2
2009-2010 NBA Orlando Pro Summer League Stats,Byron Mullens,OKC,.507,.462,126.2,10.5,15.4,13.1,7.2,6.5,1.0,-,21.7,-0.3,1.1,109.2,100.3,8.8,21.5,16.1
2009-2010 NBA Orlando Pro Summer League Stats,D.J. White,OKC,.583,.561,122.8,5.8,15.0,10.7,4.3,13.1,1.2,1.4,19.5,-4.0,1.3,108.4,102.4,6.0,26.5,15.8
2009-2010 NBA Orlando Pro Summer League Stats,Russell Robinson,ORL,.527,.423,158.7,1.9,5.5,3.6,25.8,16.1,2.3,0.8,14.5,5.3,1.3,113.7,104.5,9.2,25.8,14.6
2009-2010 NBA Orlando Pro Summer League Stats,A.J. Price,IND,.580,.588,137.5,2.1,8.1,5.1,24.0,12.4,0.4,-,14.9,4.6,1.2,115.0,96.9,18.1,29.9,14.6
2009-2010 NBA Orlando Pro Summer League Stats,Shaun Livingston,OKC,.470,.423,105.9,3.1,15.2,9.5,24.0,16.3,1.8,1.0,19.1,2.3,1.1,97.5,98.8,-1.3,21.6,14.4
2009-2010 NBA Orlando Pro Summer League Stats,Kevin Rogers,BOS,.547,.529,111.3,10.6,11.8,11.2,6.0,16.9,0.4,4.2,17.1,-3.6,1.3,105.6,104.7,0.9,29.0,14.2
2009-2010 NBA Orlando Pro Summer League Stats,Gary Forbes,NJN,.480,.391,110.6,3.5,13.1,8.2,17.3,12.1,-,4.8,21.7,-,1.2,97.9,112.0,-14.1,14.3,13.9
2009-2010 NBA Orlando Pro Summer League Stats,Kevin Lyde,UTA,.504,.500,95.5,14.9,24.6,19.7,11.3,20.8,0.8,6.8,19.6,-5.1,1.3,94.2,95.2,-1.0,16.6,13.7
2009-2010 NBA Orlando Pro Summer League Stats,Chris Johnson,NJN,.520,.500,107.1,4.8,19.0,11.7,5.3,8.0,0.7,4.4,15.1,-0.9,1.2,104.9,109.5,-4.6,17.1,13.4
2009-2010 NBA Orlando Pro Summer League Stats,Lester Hudson,BOS,.476,.429,117.9,5.7,11.6,8.7,11.0,16.0,2.3,1.7,19.4,-2.2,1.1,95.0,100.1,-5.1,9.0,13.2
2009-2010 NBA Orlando Pro Summer League Stats,Kyle Weaver,OKC,.683,.639,193.1,1.4,9.1,5.7,13.0,23.3,1.4,4.7,10.8,0.6,1.5,116.0,101.4,14.6,26.5,13.2
2009-2010 NBA Orlando Pro Summer League Stats,J.R. Giddens,BOS,.515,.510,114.3,2.6,14.5,8.8,12.4,19.6,1.6,1.5,21.2,-3.8,1.1,93.2,103.1,-9.9,30.5,13.2
2009-2010 NBA Orlando Pro Summer League Stats,Robert Swift,BOS,.738,.667,151.3,7.2,13.3,10.4,2.6,27.5,1.3,2.7,13.4,-6.7,1.9,114.2,103.0,11.2,21.1,13.0
2009-2010 NBA Orlando Pro Summer League Stats,Wesley Matthews,UTA,.481,.348,106.2,-,11.0,5.4,13.2,13.4,2.0,-,21.1,-1.3,1.3,96.2,101.3,-5.0,11.1,12.5
2009-2010 NBA Orlando Pro Summer League Stats,Jason Ellis,NJN,.587,.545,121.2,12.8,6.1,9.6,10.4,12.8,1.2,2.9,8.3,1.5,1.5,127.3,112.2,15.1,17.5,11.7
2009-2010 NBA Orlando Pro Summer League Stats,Jrue Holiday,NJN,.495,.436,159.2,1.7,13.4,7.3,19.5,28.1,2.7,2.3,18.8,-4.7,1.1,82.1,107.9,-25.8,27.3,10.6
2009-2010 NBA Orlando Pro Summer League Stats,Jeremy Richardson,ORL,.439,.378,139.4,-,26.3,12.6,2.3,14.6,1.9,-,25.7,-7.7,1.0,83.0,103.6,-20.5,8.1,10.4
2009-2010 NBA Orlando Pro Summer League Stats,Maurice Ager,ORL,.475,.406,126.9,2.2,6.2,4.1,11.9,19.2,1.6,0.9,22.7,-5.3,1.3,88.8,106.0,-17.2,9.1,9.9
2009-2010 NBA Orlando Pro Summer League Stats,Trey Johnson,IND,.497,.488,125.1,0.8,8.3,4.6,9.9,15.7,1.7,-,17.3,-2.4,1.1,90.4,94.1,-3.7,16.8,9.5
2009-2010 NBA Orlando Pro Summer League Stats,Eric Maynor,UTA,.404,.316,133.9,3.0,12.3,7.6,22.6,19.8,2.2,-,20.5,-0.3,0.9,83.3,100.6,-17.3,18.9,9.3
2009-2010 NBA Orlando Pro Summer League Stats,Terrence Williams,NJN,.394,.384,107.2,1.5,25.4,13.1,17.3,24.7,2.5,3.1,23.1,-6.5,0.9,68.6,105.1,-36.5,28.1,8.1
2009-2010 NBA Orlando Pro Summer League Stats,Cedric Bozeman,UTA,.415,.326,134.6,4.6,11.7,8.1,17.1,20.9,1.5,0.8,14.2,0.3,1.0,87.1,101.6,-14.5,16.3,8.0
2009-2010 NBA Orlando Pro Summer League Stats,Jimmy Baron,UTA,.464,.464,78.6,2.4,-,1.2,6.7,-,-,-,12.2,2.6,0.9,107.4,108.5,-1.1,4.5,7.5
2009-2010 NBA Orlando Pro Summer League Stats,Jeremy Pargo,ORL,.333,.333,33.3,-,11.3,5.2,11.9,20.0,4.3,-,17.4,-2.7,0.7,71.7,108.2,-36.5,4.3,7.4
2009-2010 NBA Orlando Pro Summer League Stats,Kyle Hines,OKC,.581,.500,150.0,8.7,30.2,20.2,-,30.4,2.9,2.7,13.0,-8.4,1.3,89.8,90.7,-1.0,4.3,7.4
2009-2010 NBA Orlando Pro Summer League Stats,Blake Ahearn,NJN,.582,.533,184.4,-,5.4,2.6,27.1,30.0,-,-,21.8,-6.0,1.3,89.0,114.9,-25.8,2.1,6.7
2009-2010 NBA Orlando Pro Summer League Stats,Goran Suton,UTA,.392,.357,102.4,7.3,19.7,13.5,13.8,20.7,0.5,-,17.2,-2.7,0.9,79.5,102.1,-22.6,14.3,6.6
2009-2010 NBA Orlando Pro Summer League Stats,Aaron Jackson,IND,.508,.462,121.2,-,12.6,6.4,12.2,25.3,0.6,-,10.0,-0.4,1.2,88.9,99.7,-10.7,9.5,6.4
2009-2010 NBA Orlando Pro Summer League Stats,Brandon Rush,IND,.349,.250,113.9,2.8,17.0,9.8,10.1,12.2,-,1.8,26.2,-4.0,0.8,71.9,79.1,-7.1,3.5,6.0
2009-2010 NBA Orlando Pro Summer League Stats,Darian Townes,ORL,.357,.348,74.8,12.5,14.2,13.3,-,10.6,-,1.1,15.7,-3.8,0.8,83.3,107.2,-23.9,7.6,5.9
2009-2010 NBA Orlando Pro Summer League Stats,Dar Tucker,UTA,.352,.316,154.9,8.8,13.4,11.1,15.4,26.0,1.9,1.6,21.7,-6.6,0.7,69.1,99.7,-30.6,5.5,4.7
2009-2010 NBA Orlando Pro Summer League Stats,Lance Allred,ORL,.295,.273,77.3,4.3,19.6,11.5,12.2,14.4,-,-,12.0,1.3,0.6,75.6,106.8,-31.2,5.0,3.4
2009-2010 NBA Orlando Pro Summer League Stats,Rob Kurz,NJN,.317,.286,78.6,7.7,21.1,14.3,7.9,33.7,3.2,1.7,11.8,-5.6,0.7,60.7,102.3,-41.6,4.0,3.0
2009-2010 NBA Orlando Pro Summer League Stats,Jared Homan,IND,.258,.333,33.3,4.0,7.9,6.0,5.6,20.5,1.9,-,7.9,-1.2,0.7,59.3,91.6,-32.2,2.0,2.6
2009-2010 NBA Orlando Pro Summer League Stats,Jeff Adrien,NJN,.500,.500,50.0,8.9,38.0,22.9,-,50.0,-,-,14.2,-15.4,1.0,55.6,91.8,-36.2,1.5,1.9
2009-2010 NBA Orlando Pro Summer League Stats,Robert Vaden,OKC,.367,.350,150.0,3.1,14.4,9.2,4.5,30.6,1.6,-,14.0,-7.1,0.8,60.6,99.8,-39.2,2.4,1.0
2009-2010 NBA Orlando Pro Summer League Stats,Larry Turner,UTA,.312,.267,76.7,14.6,29.8,22.1,4.9,36.2,0.8,5.3,18.5,-13.0,0.7,57.2,95.0,-37.8,5.5,0.9
2009-2010 NBA Orlando Pro Summer League Stats,Anthony Smith,IND,.349,.324,105.2,3.7,16.9,10.3,6.7,21.5,0.5,-,22.4,-8.1,0.8,63.8,94.4,-30.6,-0.4,0.6
2009-2010 NBA Orlando Pro Summer League Stats,De'Angelo Alexander,OKC,.170,.000,100.0,5.2,-,2.5,10.1,14.5,1.9,-,11.3,1.2,0.4,58.4,101.5,-43.2,-,0.4
2009-2010 NBA Orlando Pro Summer League Stats,Scott VanderMeer,IND,.188,.188,18.8,2.5,21.9,12.2,-,15.8,2.0,6.2,16.9,-5.9,0.4,38.1,85.4,-47.3,1.8,-0.4
2009-2010 NBA Orlando Pro Summer League Stats,Derrick Byars,IND,.206,.206,31.9,6.6,11.7,9.3,16.1,19.0,1.3,-,24.4,-3.4,0.4,52.2,94.5,-42.3,-1.3,-2.9
2009-2010 NBA Orlando Pro Summer League Stats,Moses Ehambe,OKC,.258,.000,100.0,-,14.7,7.9,-,20.5,-,-,12.5,-5.5,0.7,47.7,103.8,-56.1,-1.5,-2.9
2009-2010 NBA Orlando Pro Summer League Stats,Gary Wilkinson,UTA,.349,.308,97.4,-,6.7,3.3,4.7,29.5,1.4,-,24.1,-14.1,0.8,53.2,106.3,-53.1,-6.4,-4.9
2009-2010 NBA Orlando Pro Summer League Stats,Courtney Fells,ORL,.190,.190,36.5,-,16.9,8.0,6.1,27.6,2.8,1.6,23.4,-12.0,0.4,33.3,95.1,-61.7,-7.3,-6.9
2009-2010 NBA Orlando Pro Summer League Stats,Stevan Milosevic,ORL,.667,.667,66.7,-,13.7,6.5,-,70.0,3.2,-,26.6,-42.2,1.3,33.8,90.7,-56.9,-6.3,-14.8
2010-2011 NBA Orlando Pro Summer League Stats,Jermareo Davidson,UTA,.637,.600,132.7,12.9,22.1,17.6,8.9,6.3,3.9,-,26.1,-1.2,1.5,131.8,91.1,40.7,27.4,36.7
2010-2011 NBA Orlando Pro Summer League Stats,Paul Davis,ORL,.702,.531,138.2,15.6,17.4,16.5,8.2,16.0,2.9,3.8,25.6,-6.7,2.3,131.9,98.1,33.8,54.4,36.5
2010-2011 NBA Orlando Pro Summer League Stats,Matt Janning,BOS,.609,.583,192.9,8.1,30.1,19.5,14.8,9.6,-,-,26.1,-,1.3,127.0,104.3,22.7,15.8,29.9
2010-2011 NBA Orlando Pro Summer League Stats,Gordon Hayward,UTA,.810,.667,188.1,2.6,16.1,9.5,11.5,17.4,2.0,3.2,16.7,-2.2,2.6,145.5,95.6,49.9,43.5,28.3
2010-2011 NBA Orlando Pro Summer League Stats,Vladimir Stimac,ORL,.500,.500,50.0,14.3,24.4,19.8,-,-,-,17.4,19.9,-,1.0,115.7,100.7,15.0,4.5,27.2
