League,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER
2018-2019 NBA NBA Summer League Stats,Brady Heslip,MEM,.434,.405,154.9,-,8.4,4.2,2.9,4.4,1.0,-,9.6,0.3,0.9,94.4,107.8,-13.4,9.5,5.8
2018-2019 NBA NBA Summer League Stats,Alfonzo McKinnie,TOR,.337,.303,107.0,6.1,13.6,9.6,2.3,5.7,1.7,1.7,20.4,-1.9,0.7,76.8,105.0,-28.2,14.4,5.8
2018-2019 NBA NBA Summer League Stats,Shannon Scott,CHA,.333,.333,33.3,6.5,6.9,6.7,25.7,60.0,4.8,-,10.3,-2.8,0.7,63.3,95.9,-32.6,10.0,5.6
2018-2019 NBA NBA Summer League Stats,Cam Reynolds,SAC,.442,.442,63.5,4.0,9.9,7.0,2.1,23.5,1.2,4.3,18.0,-9.3,0.9,72.6,98.7,-26.2,7.0,5.6
2018-2019 NBA NBA Summer League Stats,Terrance Ferguson,OKC,.394,.350,120.0,3.0,6.7,4.9,5.6,15.3,1.5,2.8,14.4,-2.6,0.9,79.1,99.6,-20.5,15.3,5.6
2018-2019 NBA NBA Summer League Stats,Dragan Bender,PHX,.471,.471,70.5,1.1,21.7,12.5,2.8,23.9,0.9,1.7,17.6,-8.8,0.9,72.5,85.6,-13.1,17.5,5.5
2018-2019 NBA NBA Summer League Stats,Paul Watson,NYK,.342,.250,91.7,1.7,12.2,6.9,4.3,21.5,3.9,2.9,12.5,-4.4,0.8,66.2,103.6,-37.4,7.0,5.4
2018-2019 NBA NBA Summer League Stats,Victor Sanders,DEN,.346,.357,35.7,2.6,14.7,8.2,11.3,12.2,1.2,4.8,17.2,-,0.7,74.2,98.5,-24.3,4.9,5.2
2018-2019 NBA NBA Summer League Stats,Johnathan Williams,LAL,.390,.368,134.2,5.0,14.5,9.8,2.4,13.1,1.4,2.4,10.8,-2.2,0.8,82.3,95.2,-12.9,21.0,5.2
2018-2019 NBA NBA Summer League Stats,Olivier Hanlan,SAS,.361,.357,113.9,1.0,11.5,6.1,19.5,18.9,2.2,-,21.2,-1.2,0.7,71.3,105.3,-34.0,11.5,5.1
2018-2019 NBA NBA Summer League Stats,Elijah Brown,GSW,.294,.286,91.7,6.5,9.5,7.9,17.5,12.2,3.6,-,25.6,-1.3,0.6,66.8,97.5,-30.8,4.5,4.9
2018-2019 NBA NBA Summer League Stats,Scott Machado,DEN,.270,.240,124.0,1.1,18.0,9.1,32.3,27.9,1.6,-,17.5,3.8,0.6,65.9,94.7,-28.8,17.0,4.9
2018-2019 NBA NBA Summer League Stats,Rion Brown,GSW,.316,.271,139.3,2.8,9.9,6.0,8.3,3.8,1.5,1.4,17.2,1.6,0.7,76.1,102.6,-26.5,4.9,4.8
2018-2019 NBA NBA Summer League Stats,"Tommy Hamilton, Jr.",SAS,.368,.400,40.0,11.1,-,6.8,-,15.5,-,-,36.4,-12.6,0.8,62.5,115.9,-53.4,-0.1,4.6
2018-2019 NBA NBA Summer League Stats,Zach Thomas,UTA,.000,.000,0.0,-,39.0,23.2,15.4,33.3,-,20.8,19.0,-4.9,0.0,22.9,87.0,-64.1,2.3,4.5
2018-2019 NBA NBA Summer League Stats,Thomas Wilder,UTA,.288,.231,123.1,2.8,5.4,4.1,20.2,6.7,-,-,15.9,7.9,0.6,81.4,121.1,-39.7,3.5,4.3
2018-2019 NBA NBA Summer League Stats,Demarcus Holland,LAL,.308,.308,30.8,10.7,12.1,11.4,6.8,18.8,0.8,-,10.8,-1.6,0.6,78.9,98.8,-19.9,7.5,4.1
2018-2019 NBA NBA Summer League Stats,"James Blackmon, Jr.",MIL,.331,.179,126.8,-,6.8,3.7,4.8,10.7,1.7,1.5,14.2,-1.2,0.8,71.8,97.1,-25.2,2.8,3.9
2018-2019 NBA NBA Summer League Stats,Jarell Eddie,BOS,.389,.389,59.0,1.1,11.7,6.6,5.9,15.6,1.6,0.8,14.5,-2.5,0.8,76.0,105.2,-29.2,7.5,3.9
2018-2019 NBA NBA Summer League Stats,Isaac Haas,UTA,.444,.333,116.7,5.1,24.8,15.4,2.3,29.1,1.6,2.6,14.4,-9.0,1.1,73.3,99.4,-26.1,6.8,3.8
2018-2019 NBA NBA Summer League Stats,Rodney Purvis,ORL,.348,.281,124.7,1.2,14.0,7.4,10.2,14.3,1.8,-,21.7,-3.3,0.8,70.8,90.8,-20.0,4.9,3.7
2018-2019 NBA NBA Summer League Stats,Tryggvi Hlinason,TOR,.000,.000,0.0,-,18.3,8.8,-,-,-,-,-,-,0.0,-,114.0,-,0.8,3.5
2018-2019 NBA NBA Summer League Stats,Elie Okobo,PHX,.265,.265,40.2,-,13.8,7.4,37.2,26.1,0.9,-,17.0,5.9,0.5,69.4,93.5,-24.1,7.3,3.5
2018-2019 NBA NBA Summer League Stats,Gian Clavell,GSW,.275,.226,94.4,2.7,21.6,11.4,10.7,8.0,1.5,5.2,23.8,-0.5,0.6,63.4,94.7,-31.3,6.8,3.4
2018-2019 NBA NBA Summer League Stats,Rahlir Hollis-Jefferson,PHX,.429,.429,42.9,4.7,12.3,8.8,12.7,30.0,2.0,-,16.8,-6.7,0.9,72.0,84.2,-12.2,1.5,3.3
2018-2019 NBA NBA Summer League Stats,Carrick Felix,WAS,.354,.231,89.7,2.2,9.2,5.6,6.3,10.5,2.0,-,16.2,-1.3,0.9,75.4,98.5,-23.0,0.9,3.2
2018-2019 NBA NBA Summer League Stats,Rob Gray,HOU,.532,.000,100.0,-,4.1,2.3,13.3,51.5,2.2,-,7.7,-3.0,2.0,75.4,100.5,-25.1,1.3,3.1
2018-2019 NBA NBA Summer League Stats,Hayden Dalton,DEN,.403,.357,153.6,5.3,23.4,13.9,-,28.7,2.6,-,22.9,-16.2,0.9,63.3,94.9,-31.6,1.9,3.0
2018-2019 NBA NBA Summer League Stats,"Melvin Frazier, Jr.",ORL,.349,.286,103.6,0.9,9.6,5.2,4.9,22.2,2.9,1.6,16.9,-7.0,0.8,61.5,86.2,-24.7,3.5,2.9
2018-2019 NBA NBA Summer League Stats,Yusuf Sanon,WAS,.409,.409,57.3,-,1.7,0.9,10.9,31.3,4.4,1.2,10.4,-2.5,0.8,67.0,100.8,-33.7,1.0,2.8
2018-2019 NBA NBA Summer League Stats,Kendall Stephens,ORL,.407,.300,141.4,2.2,12.0,6.8,-,18.9,1.1,-,20.0,-9.1,0.9,73.7,92.6,-19.0,0.6,2.6
2018-2019 NBA NBA Summer League Stats,Marcus Foster,SAC,.167,.167,16.7,-,13.2,7.1,31.2,20.0,2.3,-,14.2,8.5,0.3,61.2,98.6,-37.3,4.5,2.5
2018-2019 NBA NBA Summer League Stats,Jacob Evans,GSW,.322,.313,87.5,1.4,11.5,6.3,5.2,13.9,0.7,2.7,17.9,-4.0,0.7,62.8,103.3,-40.5,3.3,2.3
2018-2019 NBA NBA Summer League Stats,Matt Farrell,MIA,.271,.271,34.1,1.6,6.6,4.0,27.3,22.6,-,2.2,18.8,2.4,0.5,66.7,114.9,-48.2,6.0,2.0
2018-2019 NBA NBA Summer League Stats,Jaylen Barford,MIN,.335,.300,130.0,-,13.8,6.9,7.7,22.3,2.2,-,25.0,-10.5,0.7,57.5,84.9,-27.4,-0.1,2.0
2018-2019 NBA NBA Summer League Stats,Justin Leon,OKC,.200,.200,20.0,-,29.1,14.9,-,-,6.2,-,28.4,-,0.4,44.8,82.7,-37.9,0.3,1.8
2018-2019 NBA NBA Summer League Stats,Josh Jackson,PHX,.329,.256,104.9,4.8,5.2,5.1,9.5,16.0,2.8,2.5,32.9,-9.0,0.8,67.2,88.2,-21.0,-3.0,1.8
2018-2019 NBA NBA Summer League Stats,Kris Jenkins,SAS,.500,.500,66.7,-,9.2,3.6,13.8,50.0,3.2,-,18.1,-15.7,1.0,50.2,107.4,-57.3,0.5,1.5
2018-2019 NBA NBA Summer League Stats,Malcolm Miller,TOR,.378,.333,143.3,1.7,12.0,6.0,8.5,11.2,-,-,13.6,-,0.8,83.3,116.4,-33.1,-0.3,1.2
2018-2019 NBA NBA Summer League Stats,Derek Willis,NOP,.318,.318,43.9,2.5,23.1,14.0,7.0,26.7,-,-,11.6,-3.5,0.6,60.7,111.1,-50.4,6.3,1.2
2018-2019 NBA NBA Summer League Stats,Marvin Jones,NOP,1.000,1.000,100.0,7.1,15.0,11.8,8.0,66.7,-,-,6.6,-6.7,2.0,78.6,107.5,-28.9,1.0,1.0
2018-2019 NBA NBA Summer League Stats,Billy Garrett,NYK,.376,.250,125.0,-,4.3,2.0,9.1,30.0,1.7,3.2,18.8,-9.2,0.9,64.3,112.7,-48.4,-1.4,0.8
2018-2019 NBA NBA Summer League Stats,Michael Patrick Gbinije,NYK,.000,.000,0.0,-,9.5,4.8,9.3,25.0,3.8,-,6.5,1.3,0.0,30.9,109.3,-78.4,1.3,0.7
2018-2019 NBA NBA Summer League Stats,Peyton Aldridge,UTA,.125,.125,12.5,10.2,11.3,10.8,-,11.1,1.2,-,9.1,-2.4,0.3,49.1,105.2,-56.1,3.3,0.6
2018-2019 NBA NBA Summer League Stats,MiKyle Mcintosh,POR,.200,.200,20.0,13.5,12.7,13.1,-,-,-,-,12.6,-,0.4,70.3,96.3,-26.0,0.8,0.6
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,.333,.333,33.3,-,8.0,3.6,8.9,25.0,-,-,10.3,-2.2,0.7,66.9,116.8,-49.9,-,0.3
2018-2019 NBA NBA Summer League Stats,Thomas Wimbush,LAC,.345,.125,97.1,6.3,10.6,8.3,4.7,24.4,-,-,19.4,-9.6,0.9,68.0,108.2,-40.2,-1.4,0.1
2018-2019 NBA NBA Summer League Stats,Oleksandr Kobets,CHI,.000,.000,0.0,59.7,-,25.2,-,-,-,-,21.8,-,0.0,56.8,104.2,-47.5,0.3,-
2018-2019 NBA NBA Summer League Stats,Roger Moute a Bidias,HOU,.000,.000,0.0,-,-,-,-,-,-,-,-,-,0.0,-,114.9,-,-,-
2018-2019 NBA NBA Summer League Stats,George Papagiannis,POR,.288,.231,123.1,5.2,16.5,11.1,6.0,30.2,2.1,5.7,18.7,-10.4,0.6,54.5,88.1,-33.6,0.8,-0.3
2018-2019 NBA NBA Summer League Stats,Augusto Lima,TOR,.410,.250,125.0,7.0,13.1,9.5,3.7,38.1,-,4.2,16.3,-13.4,1.0,64.2,113.3,-49.1,-1.0,-0.6
2018-2019 NBA NBA Summer League Stats,Malik Pope,LAL,.205,.000,100.0,-,27.1,13.9,-,17.0,4.2,-,21.5,-8.8,0.5,39.8,84.5,-44.8,-,-0.7
2018-2019 NBA NBA Summer League Stats,Donte DiVincenzo,MIL,.056,.000,50.0,7.1,7.3,7.2,18.1,31.1,7.0,3.0,19.1,-4.8,0.1,35.0,86.7,-51.8,1.8,-0.8
2018-2019 NBA NBA Summer League Stats,Bogdan Bliznyuk,LAC,.167,.167,16.7,-,12.2,5.4,5.0,14.3,1.7,-,9.8,-1.2,0.3,40.9,112.1,-71.2,-0.8,-1.7
2018-2019 NBA NBA Summer League Stats,David Michineau,LAC,.315,.315,46.3,-,13.7,6.3,11.5,25.0,0.9,-,25.7,-11.3,0.6,55.4,109.1,-53.7,-4.0,-2.0
2018-2019 NBA NBA Summer League Stats,Ike Iroegbu,SAC,.304,.267,69.5,1.9,5.2,3.6,8.2,24.9,1.7,1.5,18.1,-7.2,0.7,55.4,100.6,-45.2,-5.1,-2.4
2018-2019 NBA NBA Summer League Stats,Bryant Crawford,BRK,.208,.208,33.3,3.0,17.0,10.3,13.4,25.0,2.7,-,19.3,-5.6,0.4,44.9,105.7,-60.9,0.5,-2.6
2018-2019 NBA NBA Summer League Stats,Langston Morris-Walker,POR,.000,.000,0.0,-,16.9,8.6,-,50.0,7.7,-,13.9,-16.4,0.0,-,76.4,-,-,-2.9
2018-2019 NBA NBA Summer League Stats,Daniel Dixon,BOS,.250,.250,25.0,-,8.3,4.1,11.2,20.0,-,-,17.0,-2.8,0.5,53.8,118.7,-64.9,-0.8,-3.1
2018-2019 NBA NBA Summer League Stats,Speedy Smith,DET,.120,.000,66.7,1.2,14.3,7.5,15.0,32.5,1.1,-,12.7,-3.2,0.3,34.7,97.4,-62.7,-,-3.5
2018-2019 NBA NBA Summer League Stats,E.C. Matthews,MEM,.000,.000,0.0,-,19.0,9.5,-,-,-,-,8.6,-,0.0,-,110.0,-,-,-3.8
2018-2019 NBA NBA Summer League Stats,Isaac Bonga,LAL,.483,.458,116.7,1.7,9.9,5.8,8.7,52.3,2.2,1.3,20.9,-21.9,1.3,50.7,95.3,-44.6,-6.5,-3.8
2018-2019 NBA NBA Summer League Stats,Anas Mahmoud,MEM,.000,.000,0.0,-,-,-,-,33.3,-,9.4,7.6,-6.1,0.0,-,109.7,-,-1.0,-4.1
2018-2019 NBA NBA Summer League Stats,Semaj Christon,BRK,.226,.204,81.0,1.2,8.0,4.8,18.8,25.8,0.5,0.8,19.0,-3.8,0.5,48.9,109.1,-60.2,-5.0,-4.1
2018-2019 NBA NBA Summer League Stats,Jalen Ross,WAS,.615,.750,150.0,5.9,17.9,11.9,-,55.1,-,-,12.6,-16.5,1.5,53.3,95.4,-42.1,-1.6,-4.6
2018-2019 NBA NBA Summer League Stats,Mike Scott,CHI,.400,.400,40.0,-,-,-,27.1,44.4,-,-,25.7,-18.0,0.8,52.9,102.2,-49.3,-1.8,-4.8
2018-2019 NBA NBA Summer League Stats,Jamel Morris,DET,.250,.250,25.0,-,-,-,-,-,-,-,40.0,-,0.5,55.1,119.4,-64.3,-1.0,-5.5
2018-2019 NBA NBA Summer League Stats,Dikembe Dixson,MIA,.111,.111,11.1,4.0,17.6,10.5,-,10.0,-,2.9,16.3,-4.0,0.2,29.9,110.1,-80.1,-1.3,-6.1
2018-2019 NBA NBA Summer League Stats,Matt Mobley,UTA,.000,.000,0.0,-,-,-,-,-,-,-,6.6,-,0.0,-,123.6,-,-0.8,-6.1
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,.167,.167,16.7,-,6.5,3.0,9.4,14.3,-,-,16.5,-2.0,0.3,42.2,116.6,-74.4,-2.3,-6.5
2018-2019 NBA NBA Summer League Stats,Marcus Posley,DEN,.000,.000,0.0,8.7,19.1,13.6,24.2,20.0,-,-,18.0,2.9,0.0,30.0,101.8,-71.8,-,-7.4
2018-2019 NBA NBA Summer League Stats,Suki Wiggs,CHI,.000,.000,0.0,-,43.5,25.2,-,-,-,-,21.8,-,0.0,-,80.9,-,-,-8.9
2018-2019 NBA NBA Summer League Stats,Awudu Abass,OKC,.000,.000,0.0,8.0,15.0,11.6,-,25.0,-,-,12.0,-7.0,0.0,16.8,99.9,-83.1,-1.8,-9.3
2018-2019 NBA NBA Summer League Stats,Brandon McCoy,MIL,.000,.000,0.0,-,12.4,6.8,-,25.8,-,-,11.6,-7.0,0.0,-,90.7,-,-2.8,-11.0
2018-2019 NBA NBA Summer League Stats,Philip Scrubb,WAS,.000,.000,0.0,4.0,12.4,8.2,-,17.2,-,-,13.8,-5.6,0.0,7.5,101.0,-93.5,-8.9,-11.2
2018-2019 NBA NBA Summer League Stats,Andrew Rowsey,TOR,.000,.000,0.0,-,-,-,16.1,33.3,-,-,15.1,-4.1,0.0,22.0,125.2,-103.3,-1.5,-11.4
2018-2019 NBA NBA Summer League Stats,Perry Jones,MIN,.000,.000,0.0,-,-,-,-,-,-,-,12.8,-,0.0,-,86.5,-,-1.5,-12.4
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,.000,.000,0.0,-,-,-,-,-,-,-,64.4,-,0.0,-,117.9,-,-2.3,-61.0
2018-2019 NBA NBA Summer League Stats,Heng Yifeng,WAS,.000,.000,0.0,-,-,-,-,50.0,-,-,81.3,-96.8,0.0,-,101.1,-,-1.8,-87.5
2019-2020 NBA NBA Summer League Stats,Moses Brown,HOU,.798,1.000,150.0,-,-,-,-,-,23.2,-,37.5,-,3.0,134.1,85.9,48.3,2.5,83.6
2019-2020 NBA NBA Summer League Stats,Kevin McClain,GSW,.730,.719,206.3,6.7,3.2,4.9,14.1,-,6.5,-,22.3,4.5,1.5,160.8,100.0,60.7,17.9,41.0
2019-2020 NBA NBA Summer League Stats,Mohamed Bamba,ORL,.856,.857,246.4,-,16.0,8.7,-,10.2,-,-,27.5,-6.5,2.1,148.5,99.7,48.8,7.8,38.8
2019-2020 NBA NBA Summer League Stats,Lonnie Walker,SAS,.663,.613,192.0,2.4,13.7,8.6,8.3,8.1,2.4,3.7,38.1,-4.6,1.5,121.2,106.2,15.0,31.3,37.9
2019-2020 NBA NBA Summer League Stats,Chad Brown,ORL,.500,.500,50.0,31.7,80.8,53.3,-,-,-,-,27.4,-,1.0,115.2,95.1,20.1,3.0,37.6
2019-2020 NBA NBA Summer League Stats,Finn Delany,DAL,.864,.864,132.7,-,22.6,11.7,22.5,8.3,3.2,3.4,16.4,5.5,1.7,162.5,98.9,63.6,19.8,36.0
2019-2020 NBA NBA Summer League Stats,Tyler Harris,DEN,1.087,1.000,200.0,13.8,23.5,19.0,-,-,-,-,11.8,-,6.0,233.8,134.7,99.1,5.8,36.0
2019-2020 NBA NBA Summer League Stats,Josh Sharma,UTA,.811,.824,149.0,11.8,16.0,13.8,-,8.7,-,9.2,21.8,-4.5,2.0,142.9,106.2,36.7,27.9,35.9
2019-2020 NBA NBA Summer League Stats,Brandon Clarke,MEM,.638,.595,186.7,12.2,28.7,20.3,17.1,8.0,0.7,7.1,22.6,1.5,1.5,131.7,93.7,38.0,98.4,34.4
2019-2020 NBA NBA Summer League Stats,Doral Moore,MEM,.667,.667,66.7,35.1,17.8,25.3,-,25.0,5.1,8.2,17.9,-10.6,1.3,118.4,74.5,43.9,6.8,33.2
2019-2020 NBA NBA Summer League Stats,Tony Bradley,UTA,.600,.570,160.6,21.2,24.1,22.6,21.2,14.0,1.8,3.9,29.7,-3.3,1.4,115.8,92.1,23.7,51.0,31.9
2019-2020 NBA NBA Summer League Stats,Kendrick Nunn,MIA,.641,.613,188.2,5.7,11.5,8.8,36.9,13.2,2.5,0.8,25.7,5.6,1.4,128.0,99.2,28.8,65.5,31.2
2019-2020 NBA NBA Summer League Stats,Amile Jefferson,ORL,.576,.538,139.6,12.1,34.1,22.3,8.1,6.6,3.1,1.5,26.3,-1.4,1.3,117.2,93.3,23.9,72.5,31.0
2019-2020 NBA NBA Summer League Stats,Terence Davis,TOR,.793,.808,183.0,-,21.5,11.5,18.8,12.6,1.6,3.4,22.9,-,1.7,137.6,91.0,46.6,15.3,30.6
2019-2020 NBA NBA Summer League Stats,Anfernee Simons,POR,.716,.686,220.5,4.8,13.0,9.3,13.0,20.7,1.8,-,30.5,-10.9,1.5,119.5,112.5,7.1,36.1,29.9
2019-2020 NBA NBA Summer League Stats,Drew Eubanks,SAS,.780,.760,151.0,5.6,23.4,15.3,12.5,15.8,0.7,6.1,24.3,-4.9,2.0,130.7,101.8,28.9,34.0,29.9
2019-2020 NBA NBA Summer League Stats,Cameron Payne,DAL,.702,.662,181.8,2.5,16.2,9.3,19.5,15.8,4.1,1.1,22.9,-,1.6,128.9,99.9,29.0,48.6,29.4
2019-2020 NBA NBA Summer League Stats,Antonius Cleveland,DAL,.616,.596,153.6,10.0,11.8,10.9,12.0,9.7,4.4,3.8,23.2,-0.8,1.4,123.2,100.6,22.7,62.3,29.1
2019-2020 NBA NBA Summer League Stats,Daniel Gafford,CHI,.693,.683,133.3,11.3,18.9,15.4,4.7,9.1,1.1,9.5,18.3,-2.4,1.7,133.4,96.2,37.2,67.8,29.0
2019-2020 NBA NBA Summer League Stats,Chris Boucher,TOR,.644,.566,156.0,7.2,25.3,15.4,8.3,6.5,0.4,3.5,23.6,-1.3,1.7,130.5,99.9,30.6,68.8,28.9
2019-2020 NBA NBA Summer League Stats,Jarrett Allen,BRK,.631,.611,125.1,15.3,23.2,19.6,11.2,18.8,1.3,6.3,23.6,-6.8,1.5,113.0,88.3,24.8,81.6,28.8
2019-2020 NBA NBA Summer League Stats,Carsen Edwards,BOS,.643,.627,174.6,2.6,13.2,8.0,10.1,8.5,2.0,1.0,27.3,-1.9,1.4,126.5,100.1,26.4,55.5,28.6
2019-2020 NBA NBA Summer League Stats,Jordan Caroline,LAL,.704,.618,191.8,8.0,8.1,8.1,10.9,8.1,1.1,-,22.9,-0.8,1.9,141.8,112.8,29.0,35.5,28.5
2019-2020 NBA NBA Summer League Stats,Jaxson Hayes,NOP,.638,.640,218.3,13.7,14.5,14.1,1.6,1.9,0.5,4.4,20.6,-0.3,1.5,139.3,96.2,43.1,46.8,28.5
2019-2020 NBA NBA Summer League Stats,Youssou Ndoye,DAL,.694,.500,150.0,-,13.7,6.8,34.8,25.8,5.4,11.1,18.1,3.7,2.0,121.3,96.7,24.6,4.5,28.3
2019-2020 NBA NBA Summer League Stats,Robert Williams,BOS,.546,.517,118.4,14.2,33.6,24.2,14.8,13.2,2.9,10.6,18.6,0.4,1.2,117.8,85.3,32.6,53.4,28.2
2019-2020 NBA NBA Summer League Stats,Mitchell Robinson,NYK,.823,.867,142.9,11.1,25.7,19.2,1.7,15.9,0.4,9.7,16.9,-5.6,2.0,137.3,94.8,42.6,65.0,28.2
2019-2020 NBA NBA Summer League Stats,Nickeil Alexander-Walker,NOP,.538,.494,160.1,2.3,12.3,7.3,30.8,15.1,4.0,2.1,33.5,-,1.2,108.9,90.6,18.3,58.9,27.7
2019-2020 NBA NBA Summer League Stats,Tacko Fall,BOS,.731,.773,110.6,14.4,16.9,15.7,2.6,14.0,-,12.4,17.6,-5.1,1.6,129.0,97.9,31.2,33.5,27.7
2019-2020 NBA NBA Summer League Stats,Terence Davis,TOR,.613,.614,141.7,2.8,19.7,11.8,31.3,10.0,2.2,3.3,24.4,5.7,1.3,120.7,98.3,22.4,46.3,27.5
2019-2020 NBA NBA Summer League Stats,Brandon Gilbeck,DEN,.000,.000,0.0,46.0,-,21.2,-,-,16.8,-,-,-,0.0,222.9,104.0,118.9,1.5,27.0
2019-2020 NBA NBA Summer League Stats,Jock Landale,MIL,.687,.638,192.6,8.5,19.1,13.7,9.2,10.1,1.2,1.8,22.0,-2.3,1.6,130.3,97.1,33.2,53.3,27.0
2019-2020 NBA NBA Summer League Stats,Isaiah Hicks,CHA,.707,.688,152.1,15.2,10.7,13.0,17.9,12.6,2.8,1.8,16.4,1.6,1.5,138.5,98.8,39.7,48.8,26.9
2019-2020 NBA NBA Summer League Stats,Quinndary Weatherspoon,SAS,.544,.463,133.3,12.8,16.3,14.7,20.8,14.7,2.9,-,33.9,-5.3,1.4,107.6,100.2,7.4,21.5,26.8
2019-2020 NBA NBA Summer League Stats,Marcquise Reed,DET,1.136,.000,100.0,-,-,-,23.9,-,-,-,7.3,13.4,0.0,247.4,113.0,134.4,2.3,26.6
2019-2020 NBA NBA Summer League Stats,Zijie Shen,CHI,.799,.778,152.8,3.6,18.4,10.9,6.5,19.3,1.4,8.7,19.6,-7.0,2.2,128.7,106.8,21.9,14.0,26.6
2019-2020 NBA NBA Summer League Stats,Jarrod Uthoff,DET,.643,.631,162.9,5.8,12.4,9.1,15.5,10.0,3.1,3.7,18.9,1.5,1.4,126.7,96.7,30.0,54.6,26.6
2019-2020 NBA NBA Summer League Stats,"Gary Trent, Jr.",POR,.545,.511,160.7,2.4,21.3,12.3,15.7,6.9,2.3,-,29.1,1.1,1.2,118.4,103.6,14.8,64.1,26.6
2019-2020 NBA NBA Summer League Stats,Duop Reath,BRK,1.000,1.000,100.0,-,29.6,16.7,-,-,-,12.1,6.5,-,2.0,200.0,86.5,113.5,3.8,26.2
2019-2020 NBA NBA Summer League Stats,Darnell Edge,UTA,.922,.875,225.0,-,9.0,4.1,-,29.1,3.6,-,21.8,-15.4,2.3,111.9,105.5,6.4,5.0,26.1
2019-2020 NBA NBA Summer League Stats,Phil Booth,CLE,.722,.720,167.3,-,9.0,4.5,14.8,13.8,2.4,-,25.5,-3.8,1.8,121.5,108.9,12.6,21.3,25.9
2019-2020 NBA NBA Summer League Stats,Kevin Hervey,OKC,.539,.500,147.3,12.1,26.0,19.1,16.4,11.0,2.1,4.6,24.6,-0.9,1.2,107.6,84.6,22.9,61.9,25.9
2019-2020 NBA NBA Summer League Stats,Tyler Herro,MIA,.574,.500,170.0,1.9,13.1,8.0,22.1,12.7,2.5,-,26.9,1.1,1.3,116.5,99.4,17.1,52.5,25.5
2019-2020 NBA NBA Summer League Stats,"Bruce Brown, Jr.",DET,.497,.435,135.0,10.4,18.6,14.6,44.5,14.2,2.1,4.3,22.3,11.4,1.2,121.5,93.5,28.0,65.1,25.5
2019-2020 NBA NBA Summer League Stats,Trevon Duval,HOU,.571,.571,57.1,7.1,-,4.2,48.8,-,-,-,20.0,13.9,1.1,137.7,131.1,6.6,5.3,25.4
2019-2020 NBA NBA Summer League Stats,Terence Davis,TOR,.532,.532,74.6,3.9,18.8,11.8,36.6,8.8,2.5,3.3,24.7,8.6,1.1,112.5,101.9,10.6,31.0,25.4
2019-2020 NBA NBA Summer League Stats,Isaiah Hartenstein,HOU,.555,.485,131.0,14.5,26.0,19.4,-,15.6,3.2,6.5,27.5,-10.4,1.4,104.4,108.1,-3.7,31.9,25.3
2019-2020 NBA NBA Summer League Stats,"Michael Bethea, Jr.",DET,1.000,1.000,133.3,-,9.1,4.6,-,25.0,4.2,7.1,14.4,-8.7,2.0,119.5,93.4,26.2,5.0,25.2
2019-2020 NBA NBA Summer League Stats,Brandon Goodwin,DEN,.599,.557,154.5,-,6.5,3.2,35.5,16.3,2.2,-,28.3,2.5,1.4,115.8,109.2,6.5,41.8,25.2
2019-2020 NBA NBA Summer League Stats,Tyler Cavanaugh,NYK,.639,.593,158.5,4.5,14.3,9.9,16.3,7.4,1.2,-,23.1,2.2,1.8,128.0,103.5,24.5,32.3,25.0
2019-2020 NBA NBA Summer League Stats,Eric Mika,SAC,.638,.621,124.6,17.8,26.0,21.7,13.0,21.7,2.1,1.1,21.3,-5.9,1.6,115.0,99.0,16.0,42.8,24.5
2019-2020 NBA NBA Summer League Stats,Marcus Foster,ORL,.600,.600,60.0,-,20.0,9.2,28.8,16.7,5.5,5.2,15.4,5.8,1.2,110.4,91.4,19.1,8.5,24.3
2019-2020 NBA NBA Summer League Stats,Alize Johnson,IND,.563,.508,140.7,10.7,23.5,16.2,13.3,12.1,2.2,-,21.7,-2.1,1.4,113.7,106.9,6.7,68.1,24.0
2019-2020 NBA NBA Summer League Stats,Matt Costello,DET,.640,.602,160.5,11.8,26.3,19.1,6.7,14.7,0.4,3.8,23.6,-5.9,1.5,118.0,96.7,21.2,47.1,23.8
2019-2020 NBA NBA Summer League Stats,Elijah Bryant,MIL,.680,.618,186.3,5.3,12.4,8.7,24.0,12.5,0.9,1.0,19.9,2.6,1.7,132.2,99.9,32.3,41.0,23.8
2019-2020 NBA NBA Summer League Stats,Antonio Vrankovic,CRO,.525,.524,102.4,19.3,24.9,21.9,6.0,8.5,1.3,4.3,25.7,-3.6,1.1,106.0,102.1,3.8,34.0,23.8
2019-2020 NBA NBA Summer League Stats,Raymond Spalding,PHX,.594,.556,135.6,18.3,17.0,17.7,7.8,28.4,2.0,10.9,25.5,-14.1,1.3,95.4,87.0,8.4,23.1,23.7
2019-2020 NBA NBA Summer League Stats,Kennedy Meeks,CHA,.531,.500,121.4,21.5,32.4,26.8,13.3,11.4,0.7,-,22.0,-1.0,1.2,114.8,96.6,18.2,34.4,23.6
2019-2020 NBA NBA Summer League Stats,Hollis Thompson,SAC,.674,.661,208.1,6.6,25.2,15.9,10.1,5.9,0.6,1.2,16.8,1.6,1.4,136.6,100.3,36.3,38.8,23.5
