League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2008-2009 NBA Salt Lake City Summer League Stats,Kosta Koufos,UTA,3,19.2,8.3,2.3,7.3,.318,0.0,0.0,.000,3.7,4.0,.917,2.7,3.3,6.0,0.7,0.0,0.7,1.0,2.3
2008-2009 NBA Salt Lake City Summer League Stats,James Gist,SAS,2,23.6,7.5,2.5,5.5,.455,0.0,1.0,.000,2.5,3.0,.833,2.5,6.0,8.5,1.0,0.5,0.5,1.5,3.5
2008-2009 NBA Salt Lake City Summer League Stats,Britton Johnsen,UTA,2,17.7,7.5,2.5,5.5,.455,0.0,0.5,.000,2.5,3.0,.833,2.0,1.0,3.0,0.0,0.5,0.5,2.0,1.5
2008-2009 NBA Salt Lake City Summer League Stats,Dion Dowell,GSW,4,27.9,7.3,2.8,7.0,.393,0.8,2.8,.273,1.0,1.3,.800,2.0,3.0,5.0,1.0,0.8,1.5,1.8,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Doug Thomas,AMB,5,24.7,7.0,2.4,5.8,.414,0.0,0.0,.000,2.2,2.6,.846,1.2,3.6,4.8,1.4,0.8,1.0,1.6,3.2
2008-2009 NBA Salt Lake City Summer League Stats,Mykal Riley,GSW,4,18.8,7.0,2.0,7.0,.286,1.0,3.5,.286,2.0,2.5,.800,0.0,2.0,2.0,2.3,1.0,0.3,1.3,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Richie Frahm,DAL,3,16.0,6.7,2.3,5.3,.438,1.7,3.3,.500,0.3,0.3,1.000,0.3,2.0,2.3,0.7,0.7,0.0,1.3,2.7
2008-2009 NBA Salt Lake City Summer League Stats,Errick Craven,AMB,5,19.3,6.6,2.2,3.8,.579,0.0,0.0,.000,2.2,2.8,.786,0.6,1.6,2.2,2.2,0.6,0.4,2.2,4.4
2008-2009 NBA Salt Lake City Summer League Stats,Mo Charlo,AMB,5,26.1,6.4,1.8,6.2,.290,0.0,1.6,.000,2.8,3.2,.875,1.0,2.2,3.2,1.6,1.6,0.4,1.0,2.2
2008-2009 NBA Salt Lake City Summer League Stats,Kevinn Pinkney,ATL,5,18.6,6.4,2.8,4.6,.609,0.0,0.0,.000,0.8,1.6,.500,1.4,2.2,3.6,0.6,0.4,0.6,1.2,3.2
2008-2009 NBA Salt Lake City Summer League Stats,Oshin Sahakian,IRA,3,22.3,6.3,2.3,5.0,.467,0.0,0.0,.000,1.7,2.0,.833,2.7,3.3,6.0,1.7,0.0,0.0,2.0,4.0
2008-2009 NBA Salt Lake City Summer League Stats,Roger Powell,SAS,3,19.4,6.3,2.0,5.7,.353,0.7,2.7,.250,1.7,2.7,.625,1.0,0.7,1.7,0.7,0.0,0.0,1.3,1.3
2008-2009 NBA Salt Lake City Summer League Stats,Demetric Bennett,ATL,5,11.1,6.0,2.4,4.4,.545,0.6,1.0,.600,0.6,0.6,1.000,0.2,0.8,1.0,1.0,0.6,0.2,1.0,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Charles Rhodes,DAL,3,22.6,5.7,1.7,4.7,.357,0.0,0.0,.000,2.3,2.3,1.000,0.7,4.3,5.0,1.0,1.3,0.3,1.3,2.7
2008-2009 NBA Salt Lake City Summer League Stats,Shan Foster,DAL,3,23.5,5.7,2.0,7.0,.286,0.0,2.0,.000,1.7,2.0,.833,0.0,1.3,1.3,1.7,0.3,0.3,1.7,2.3
2008-2009 NBA Salt Lake City Summer League Stats,Earl Calloway,UTA,2,19.3,5.5,1.5,5.5,.273,0.0,0.5,.000,2.5,4.0,.625,0.0,1.0,1.0,3.0,2.5,0.0,2.0,2.0
2008-2009 NBA Salt Lake City Summer League Stats,Iman Zandi,IRA,2,17.7,5.5,1.0,6.0,.167,0.5,4.5,.111,3.0,3.5,.857,0.5,0.5,1.0,0.5,0.0,0.0,2.0,0.5
2008-2009 NBA Salt Lake City Summer League Stats,Reggie Williams,DAL,3,12.6,5.3,1.3,3.7,.364,0.3,1.7,.200,2.3,4.0,.583,0.0,1.7,1.7,0.3,0.7,0.0,0.7,0.3
2008-2009 NBA Salt Lake City Summer League Stats,JaJuan Smith,DAL,3,12.9,5.3,2.3,5.7,.412,0.3,3.3,.100,0.3,0.7,.500,0.3,1.3,1.7,1.3,0.3,0.0,2.0,1.7
2008-2009 NBA Salt Lake City Summer League Stats,Mario West,ATL,5,20.6,5.0,2.2,4.6,.478,0.2,0.6,.333,0.4,0.6,.667,1.4,2.4,3.8,1.4,1.0,0.2,1.0,4.0
2008-2009 NBA Salt Lake City Summer League Stats,Yaroslav Korolev,UTA,2,13.2,5.0,1.5,3.0,.500,0.5,0.5,1.000,1.5,2.5,.600,0.0,1.5,1.5,0.0,0.5,0.0,1.5,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Pat Carroll,NJN,1,11.7,5.0,2.0,5.0,.400,0.0,1.0,.000,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Ricky Paulding,UTA,3,14.8,4.7,1.7,4.0,.417,0.7,1.0,.667,0.7,0.7,1.000,0.3,1.3,1.7,0.0,0.7,0.0,1.0,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Scooter McFadgon,AMB,3,14.3,4.7,2.0,5.3,.375,0.0,1.0,.000,0.7,0.7,1.000,0.0,1.3,1.3,0.3,0.0,0.0,1.0,0.7
2008-2009 NBA Salt Lake City Summer League Stats,Richard Hendrix,GSW,4,17.6,4.5,2.0,4.8,.421,0.0,0.3,.000,0.5,1.5,.333,2.8,4.3,7.0,0.0,0.3,0.5,0.8,3.8
2008-2009 NBA Salt Lake City Summer League Stats,Brian Hamilton,NJN,2,11.6,4.5,2.0,4.0,.500,0.0,0.0,.000,0.5,2.0,.250,3.0,1.5,4.5,0.5,1.5,0.0,0.0,2.5
2008-2009 NBA Salt Lake City Summer League Stats,Larry Turner,AMB,5,11.0,4.4,1.8,5.0,.360,0.0,0.0,.000,0.8,1.2,.667,1.0,1.4,2.4,0.2,0.0,0.2,1.8,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Kyrylo Fesenko,UTA,3,19.4,4.3,1.7,3.0,.556,0.0,0.0,.000,1.0,2.0,.500,2.3,3.3,5.7,0.7,1.0,2.3,3.3,2.3
2008-2009 NBA Salt Lake City Summer League Stats,Cecil Brown,AMB,5,22.8,4.2,1.4,4.0,.350,0.2,1.2,.167,1.2,1.4,.857,0.8,1.2,2.0,1.2,0.8,0.2,1.0,1.2
2008-2009 NBA Salt Lake City Summer League Stats,Brian Randle,ATL,5,17.7,4.2,1.8,3.6,.500,0.0,0.0,.000,0.6,0.8,.750,0.8,1.2,2.0,1.0,0.6,0.8,1.2,2.6
2008-2009 NBA Salt Lake City Summer League Stats,Darryl Watkins,DAL,3,16.2,4.0,1.7,3.3,.500,0.0,0.0,.000,0.7,1.7,.400,2.0,2.7,4.7,0.3,1.7,1.7,1.3,2.3
2008-2009 NBA Salt Lake City Summer League Stats,James Singleton,DAL,2,17.9,4.0,2.0,5.0,.400,0.0,0.0,.000,0.0,0.5,.000,1.5,4.0,5.5,0.5,1.0,1.5,1.5,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Hiram Fuller,UTA,3,14.5,4.0,1.0,3.3,.300,0.0,0.0,.000,2.0,2.3,.857,0.7,2.3,3.0,0.0,0.0,0.3,0.3,2.7
2008-2009 NBA Salt Lake City Summer League Stats,Kevin Kruger,UTA,1,22.6,4.0,1.0,1.0,1.000,1.0,1.0,1.000,1.0,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Frank Robinson,ATL,4,9.8,3.8,1.0,2.0,.500,0.0,0.0,.000,1.8,2.5,.700,0.3,0.8,1.0,0.5,1.3,0.0,1.0,1.8
2008-2009 NBA Salt Lake City Summer League Stats,Olumide Oyedeji,ATL,3,13.7,3.7,1.0,1.7,.600,0.0,0.0,.000,1.7,2.0,.833,1.7,1.0,2.7,0.3,0.7,0.0,0.7,1.7
2008-2009 NBA Salt Lake City Summer League Stats,Sean Williams,NJN,2,16.6,3.5,0.0,1.0,.000,0.0,0.0,.000,3.5,4.5,.778,0.5,0.5,1.0,0.0,0.5,1.0,2.0,6.0
2008-2009 NBA Salt Lake City Summer League Stats,Hamed Sohrabnejad,IRA,3,15.4,3.0,1.3,3.7,.364,0.3,0.7,.500,0.0,0.0,.000,0.7,2.7,3.3,0.7,0.0,0.0,1.7,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Javad Davari,IRA,3,17.5,3.0,0.7,3.3,.200,0.0,1.0,.000,1.7,4.0,.417,0.3,1.3,1.7,2.3,0.7,0.0,2.0,1.7
2008-2009 NBA Salt Lake City Summer League Stats,Courtney Sims,DAL,1,9.0,3.0,1.0,2.0,.500,0.0,0.0,.000,1.0,2.0,.500,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Speedy Claxton,ATL,3,16.1,2.7,1.3,4.3,.308,0.0,0.0,.000,0.0,0.0,.000,0.3,1.0,1.3,5.0,1.3,0.0,2.3,2.3
2008-2009 NBA Salt Lake City Summer League Stats,Michael Cuffee,SAS,3,13.6,2.7,1.3,3.3,.400,0.0,0.7,.000,0.0,0.0,.000,1.0,0.3,1.3,1.3,0.3,0.0,0.7,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Brian Jackson,UTA,3,7.9,2.7,0.7,1.3,.500,0.0,0.0,.000,1.3,1.3,1.000,1.3,0.7,2.0,0.3,0.0,0.0,1.0,1.3
2008-2009 NBA Salt Lake City Summer League Stats,Ayinde Ubaka,GSW,4,7.3,2.3,1.0,2.0,.500,0.0,0.0,.000,0.3,0.3,1.000,0.0,0.5,0.5,1.5,0.0,0.0,0.5,0.0
2008-2009 NBA Salt Lake City Summer League Stats,Saeid Davarpanah,IRA,2,11.4,2.0,1.0,2.5,.400,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Asghar Kardoust,IRA,3,5.3,1.7,0.7,1.3,.500,0.0,0.0,.000,0.3,1.3,.250,1.0,0.0,1.0,0.3,0.3,0.3,0.7,1.7
2008-2009 NBA Salt Lake City Summer League Stats,Derrick Low,DAL,3,13.5,1.7,0.7,2.7,.250,0.3,1.0,.333,0.0,0.0,.000,0.0,0.7,0.7,1.0,0.7,0.0,1.0,2.0
2008-2009 NBA Salt Lake City Summer League Stats,Dan Nwaelele,SAS,2,5.5,1.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,.000,0.0,0.5,0.5,1.0,0.0,0.0,1.5,0.5
2008-2009 NBA Salt Lake City Summer League Stats,Mike Efevberha,UTA,2,11.6,1.5,0.5,4.5,.111,0.0,1.0,.000,0.5,1.0,.500,1.0,1.0,2.0,2.0,0.0,0.0,0.5,2.0
2008-2009 NBA Salt Lake City Summer League Stats,Amir Amini,IRA,3,20.6,1.3,0.7,1.7,.400,0.0,0.3,.000,0.0,1.7,.000,0.7,2.3,3.0,3.7,2.7,0.0,1.3,2.3
2008-2009 NBA Salt Lake City Summer League Stats,Brian Greene,UTA,3,11.8,1.3,0.7,2.3,.286,0.0,0.7,.000,0.0,0.0,.000,0.3,1.0,1.3,0.0,0.7,0.0,1.3,1.3
2008-2009 NBA Salt Lake City Summer League Stats,James Mays,NJN,2,2.4,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2008-2009 NBA Salt Lake City Summer League Stats,Russell Carter,UTA,2,7.7,1.0,0.5,2.5,.200,0.0,0.0,.000,0.0,0.0,.000,0.5,1.5,2.0,0.5,0.5,0.0,0.5,1.5
2008-2009 NBA Salt Lake City Summer League Stats,Richard Roby,NJN,2,4.8,1.0,0.5,2.5,.200,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
2008-2009 NBA Salt Lake City Summer League Stats,Leemire Goldwire,UTA,2,12.4,1.0,0.5,5.0,.100,0.0,1.5,.000,0.0,0.0,.000,0.5,0.5,1.0,2.5,0.0,0.0,3.0,3.0
2008-2009 NBA Salt Lake City Summer League Stats,Kevin Lyde,UTA,3,7.6,0.7,0.3,0.7,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,1.3,1.3,0.7,0.3,0.3,1.3,1.3
2008-2009 NBA Salt Lake City Summer League Stats,Jameel Watkins,SAS,3,13.7,0.7,0.0,0.3,.000,0.0,0.0,.000,0.7,1.3,.500,0.7,1.7,2.3,0.0,0.0,1.3,2.0,3.7
2008-2009 NBA Salt Lake City Summer League Stats,Haminn Quaintance,UTA,1,2.9,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2008-2009 NBA Salt Lake City Summer League Stats,Travon Bryant,NJN,1,3.0,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2008-2009 NBA Salt Lake City Summer League Stats,Mohammad Reza Falahat,IRA,2,3.2,0.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2008-2009 NBA Salt Lake City Summer League Stats,Aren Davoudi,IRA,1,5.5,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
2008-2009 NBA Salt Lake City Summer League Stats,Jamaal Tatum,SAS,2,0.4,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2008-2009 NBA Salt Lake City Summer League Stats,Ramel Bradley,NJN,2,5.5,0.0,0.0,1.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5
2008-2009 NBA Salt Lake City Summer League Stats,Moosa Nabipoor,IRA,2,3.4,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5
2015-2016 NBA Salt Lake City Summer League Stats,Marcus Smart,BOS,2,28.2,24.0,7.5,17.0,.441,3.0,8.0,.375,6.0,6.5,.923,1.0,3.5,4.5,7.5,2.5,1.0,3.0,4.5
2015-2016 NBA Salt Lake City Summer League Stats,Rodney Hood,UTA,2,27.4,20.5,8.5,15.5,.548,0.5,3.5,.143,3.0,4.5,.667,2.5,5.0,7.5,2.5,1.0,0.5,1.5,1.5
2015-2016 NBA Salt Lake City Summer League Stats,Dante Exum,UTA,1,28.7,20.0,5.0,11.0,.455,1.0,5.0,.200,9.0,10.0,.900,1.0,4.0,5.0,5.0,0.0,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Jordan McRae,PHI,3,30.7,15.7,4.0,13.0,.308,1.7,6.7,.250,6.0,8.3,.720,0.3,3.7,4.0,1.0,1.0,0.3,2.3,4.3
2015-2016 NBA Salt Lake City Summer League Stats,Jahlil Okafor,PHI,3,30.0,14.7,6.7,14.7,.455,0.0,0.0,.000,1.3,4.3,.308,3.7,4.3,8.0,1.3,1.3,0.7,4.7,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Kyle Anderson,SAS,3,29.3,14.0,4.0,11.7,.343,0.3,1.3,.250,5.7,7.0,.810,0.3,7.7,8.0,2.3,2.0,1.0,4.3,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Bryce Cotton,UTA,3,27.2,13.0,3.7,11.0,.333,0.7,2.0,.333,5.0,5.3,.938,0.0,3.7,3.7,3.3,1.7,0.0,1.7,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Terry Rozier,BOS,3,28.3,12.3,4.0,10.7,.375,1.0,3.0,.333,3.3,4.3,.769,0.3,3.0,3.3,3.7,1.7,0.0,2.0,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Jerami Grant,PHI,3,21.3,11.7,4.0,8.3,.480,0.7,3.3,.200,3.0,5.3,.563,0.3,3.7,4.0,0.3,0.0,0.3,1.3,1.7
2015-2016 NBA Salt Lake City Summer League Stats,Dairis Bertans,SAS,3,28.6,11.3,4.0,9.7,.414,2.7,7.3,.364,0.7,1.7,.400,0.3,2.7,3.0,1.7,2.0,0.3,1.3,2.7
2015-2016 NBA Salt Lake City Summer League Stats,Cady Lalanne,SAS,3,25.7,10.3,3.7,9.7,.379,0.0,1.7,.000,3.0,4.3,.692,1.7,4.7,6.3,0.3,0.3,1.3,2.0,5.3
2015-2016 NBA Salt Lake City Summer League Stats,Trey Lyles,UTA,1,21.0,10.0,3.0,9.0,.333,0.0,1.0,.000,4.0,6.0,.667,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Jack Cooley,UTA,3,19.1,9.7,3.3,7.7,.435,0.0,0.0,.000,3.0,4.3,.692,5.0,4.7,9.7,0.7,1.3,0.7,1.0,4.3
2015-2016 NBA Salt Lake City Summer League Stats,Jordan Mickey,BOS,3,25.0,9.7,4.0,7.7,.522,0.0,0.0,.000,1.7,2.3,.714,1.7,3.3,5.0,0.0,0.3,2.0,1.3,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Richaun Holmes,PHI,3,16.5,9.7,3.7,8.7,.423,1.0,4.3,.231,1.3,1.7,.800,1.7,3.0,4.7,0.0,1.0,1.0,1.7,2.7
2015-2016 NBA Salt Lake City Summer League Stats,Chris Johnson,UTA,3,25.2,9.3,3.7,8.0,.458,1.3,3.0,.444,0.7,1.0,.667,1.7,3.0,4.7,3.3,2.0,1.3,0.7,1.0
2015-2016 NBA Salt Lake City Summer League Stats,C.J. Fair,BOS,3,22.6,9.3,4.3,8.0,.542,0.3,2.0,.167,0.3,1.3,.250,1.3,4.3,5.7,3.0,0.7,0.3,1.0,1.7
2015-2016 NBA Salt Lake City Summer League Stats,Casper Ware,SAS,3,21.8,8.3,2.7,8.0,.333,1.0,3.7,.273,2.0,3.0,.667,0.0,4.0,4.0,3.0,0.7,0.0,1.7,1.7
2015-2016 NBA Salt Lake City Summer League Stats,Treveon Graham,SAS,3,16.8,7.7,2.7,5.0,.533,0.3,1.7,.200,2.0,2.0,1.000,1.0,2.7,3.7,1.7,0.3,0.0,0.7,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Brock Motum,UTA,3,20.9,7.3,3.0,9.0,.333,0.7,3.3,.200,0.7,1.7,.400,0.7,4.3,5.0,1.7,0.3,0.7,2.0,2.0
2015-2016 NBA Salt Lake City Summer League Stats,James Young,BOS,3,20.0,7.3,2.0,8.7,.231,0.7,4.3,.154,2.7,3.7,.727,0.0,2.0,2.0,0.3,0.3,0.0,0.3,0.7
2015-2016 NBA Salt Lake City Summer League Stats,JaJuan Johnson,UTA,3,11.9,7.0,2.7,4.3,.615,0.0,0.3,.000,1.7,2.0,.833,0.3,2.7,3.0,0.0,0.7,1.3,1.3,1.7
2015-2016 NBA Salt Lake City Summer League Stats,T.J. McConnell,PHI,3,28.6,6.7,3.0,7.7,.391,0.3,2.3,.143,0.3,0.7,.500,1.0,4.7,5.7,3.0,0.7,1.0,3.0,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Jared Cunningham,UTA,3,13.7,6.7,1.7,5.0,.333,0.3,1.0,.333,3.0,4.3,.692,1.0,0.7,1.7,0.0,0.0,0.0,1.7,3.3
2015-2016 NBA Salt Lake City Summer League Stats,Jonathan Holmes,BOS,3,17.4,6.3,2.0,6.0,.333,1.3,3.7,.364,1.0,1.0,1.000,0.3,3.7,4.0,0.3,0.7,0.7,0.0,2.0
2015-2016 NBA Salt Lake City Summer League Stats,R.J. Hunter,BOS,3,19.1,6.0,1.3,5.0,.267,1.3,3.3,.400,2.0,2.0,1.000,0.7,1.3,2.0,0.3,1.0,0.3,1.0,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Grant Jerrett,UTA,1,13.2,6.0,2.0,8.0,.250,2.0,5.0,.400,0.0,0.0,.000,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Furkan Aldemir,PHI,3,29.8,5.3,1.7,5.0,.333,1.0,2.3,.429,1.0,1.3,.750,2.7,10.7,13.3,1.0,0.3,2.7,2.0,5.0
2015-2016 NBA Salt Lake City Summer League Stats,Livio Jean-Charles,SAS,3,25.2,5.3,2.7,8.7,.308,0.0,0.0,.000,0.0,0.0,.000,2.3,4.0,6.3,0.7,0.3,3.0,1.7,5.7
2015-2016 NBA Salt Lake City Summer League Stats,Shannon Scott,SAS,2,16.6,5.0,2.5,3.5,.714,0.0,0.0,.000,0.0,0.0,.000,2.0,3.0,5.0,2.0,0.0,0.0,1.5,0.5
2015-2016 NBA Salt Lake City Summer League Stats,Roscoe Smith,SAS,3,15.8,5.0,1.7,5.0,.333,0.7,1.0,.667,1.0,1.7,.600,1.0,3.7,4.7,0.0,0.3,1.0,1.0,1.3
2015-2016 NBA Salt Lake City Summer League Stats,Wayne Blackshear,SAS,3,9.3,4.7,1.3,3.7,.364,0.3,1.7,.200,1.7,2.0,.833,0.7,1.0,1.7,1.3,0.0,0.3,0.0,1.3
2015-2016 NBA Salt Lake City Summer League Stats,J.P. Tokoto,PHI,3,24.0,4.7,2.0,6.0,.333,0.0,1.0,.000,0.7,0.7,1.000,0.7,5.3,6.0,0.7,0.3,0.0,2.0,2.3
2015-2016 NBA Salt Lake City Summer League Stats,Deonte Burton,PHI,3,11.3,4.7,1.7,2.7,.625,0.0,0.3,.000,1.3,1.7,.800,0.3,0.0,0.3,1.3,0.3,0.3,1.3,2.3
2015-2016 NBA Salt Lake City Summer League Stats,J.J. O'Brien,UTA,3,13.1,4.0,1.3,3.0,.444,0.3,1.0,.333,1.0,2.3,.429,0.7,1.7,2.3,0.0,0.0,0.3,0.3,0.7
2015-2016 NBA Salt Lake City Summer League Stats,Eric Buckner,BOS,3,12.5,3.7,1.3,3.0,.444,0.0,0.0,.000,1.0,2.0,.500,1.0,0.7,1.7,0.7,0.3,0.3,0.7,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Royce O'Neale,BOS,3,18.7,3.3,1.0,3.3,.300,0.3,1.3,.250,1.0,1.3,.750,0.7,3.3,4.0,1.0,1.3,0.0,0.0,0.7
2015-2016 NBA Salt Lake City Summer League Stats,Marcus Thornton,BOS,3,9.8,2.3,0.7,4.0,.167,0.0,1.7,.000,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.7,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Will Cherry,SAS,1,11.0,2.0,1.0,2.0,.500,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Olivier Hanlan,UTA,3,17.3,2.0,0.7,4.0,.167,0.3,1.7,.200,0.3,0.7,.500,0.7,0.7,1.3,0.0,0.0,0.0,1.0,0.7
2015-2016 NBA Salt Lake City Summer League Stats,Stefan Nastic,SAS,2,8.7,1.5,0.5,2.5,.200,0.0,0.0,.000,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.5,0.5,1.5,1.5
2015-2016 NBA Salt Lake City Summer League Stats,Jordan Railey,PHI,3,4.9,1.0,0.3,1.3,.250,0.0,0.0,.000,0.3,0.7,.500,0.7,0.0,0.7,0.7,0.0,0.0,0.0,1.7
2015-2016 NBA Salt Lake City Summer League Stats,Jesse Morgan,UTA,2,6.9,1.0,0.0,1.5,.000,0.0,1.0,.000,1.0,1.0,1.000,0.0,1.5,1.5,0.5,0.5,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Chavaughn Lewis,PHI,3,6.2,1.0,0.3,2.0,.167,0.3,0.7,.500,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.3,0.7
2015-2016 NBA Salt Lake City Summer League Stats,Ralph Sampson III,BOS,1,2.6,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2015-2016 NBA Salt Lake City Summer League Stats,Wesley Saunders,UTA,1,20.7,0.0,0.0,3.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0
2015-2016 NBA Salt Lake City Summer League Stats,Nick Wiggins,UTA,1,8.6,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Darion Atkins,SAS,2,2.5,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0
2015-2016 NBA Salt Lake City Summer League Stats,Jerry Evans,UTA,1,4.3,0.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-2016 NBA Salt Lake City Summer League Stats,Marcus Denmon,SAS,2,7.9,0.0,0.0,2.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
2015-2016 NBA Salt Lake City Summer League Stats,Malcolm Miller,BOS,2,10.5,0.0,0.0,2.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Kyle Anderson,SAS,3,28.9,23.7,9.7,16.7,.580,1.7,3.7,.455,2.7,4.3,.615,1.0,7.3,8.3,4.3,3.3,1.3,3.0,2.3
2016-2017 NBA Salt Lake City Summer League Stats,Jonathon Simmons,SAS,3,28.6,22.0,8.0,16.0,.500,0.7,3.3,.200,5.3,6.7,.800,0.7,3.3,4.0,2.7,1.3,1.0,4.7,3.3
2016-2017 NBA Salt Lake City Summer League Stats,Dejounte Murray,SAS,1,24.8,21.0,8.0,12.0,.667,0.0,1.0,.000,5.0,7.0,.714,1.0,4.0,5.0,1.0,1.0,0.0,4.0,4.0
2016-2017 NBA Salt Lake City Summer League Stats,Trey Lyles,UTA,3,30.9,20.3,5.3,17.3,.308,2.3,6.3,.368,7.3,8.7,.846,1.7,8.7,10.3,1.7,0.0,0.3,3.0,3.3
2016-2017 NBA Salt Lake City Summer League Stats,Terry Rozier,BOS,3,29.2,19.0,6.0,13.0,.462,1.0,3.0,.333,6.0,7.3,.818,1.7,4.7,6.3,5.0,0.7,0.3,2.7,1.0
2016-2017 NBA Salt Lake City Summer League Stats,Christian Wood,PHI,3,16.8,18.7,6.0,9.3,.643,1.3,2.7,.500,5.3,7.7,.696,2.0,4.0,6.0,0.7,0.3,1.0,1.7,3.0
2016-2017 NBA Salt Lake City Summer League Stats,R.J. Hunter,BOS,1,25.5,17.0,5.0,12.0,.417,3.0,6.0,.500,4.0,5.0,.800,0.0,5.0,5.0,0.0,1.0,1.0,1.0,7.0
2016-2017 NBA Salt Lake City Summer League Stats,Bryn Forbes,SAS,3,28.0,16.0,6.0,10.0,.600,2.3,5.3,.438,1.7,1.7,1.000,0.7,3.7,4.3,0.0,0.3,0.0,0.7,1.3
2016-2017 NBA Salt Lake City Summer League Stats,Jaylen Brown,BOS,1,28.2,16.0,2.0,7.0,.286,1.0,3.0,.333,11.0,17.0,.647,2.0,4.0,6.0,2.0,0.0,2.0,2.0,4.0
