League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2005-2006 NBA NBA Summer League Stats,Mario Austin,CHI,5,19.6,7.6,2.8,7.4,.378,0.0,0.2,.000,2.0,2.6,.769,1.2,2.0,3.2,1.2,0.4,0.4,0.8,3.2
2005-2006 NBA NBA Summer League Stats,Marque Perry,GSW,5,20.8,7.6,2.8,5.0,.560,0.4,0.8,.500,1.6,2.2,.727,0.4,0.8,1.2,1.6,0.4,0.0,2.2,3.4
2005-2006 NBA NBA Summer League Stats,Hiram Fuller,WAS,6,22.3,7.5,2.5,4.2,.600,0.0,0.0,.000,2.5,3.3,.750,3.3,4.0,7.3,0.3,0.3,0.7,2.2,3.7
2005-2006 NBA NBA Summer League Stats,Kelenna Azubuike,CLE,6,18.0,7.5,3.5,6.3,.553,0.2,0.2,1.000,0.3,1.0,.333,0.7,0.5,1.2,1.2,0.2,0.2,0.8,1.2
2005-2006 NBA NBA Summer League Stats,Al Jefferson,BOS,6,23.5,7.5,3.3,7.5,.444,0.0,0.2,.000,0.8,2.3,.357,2.0,4.0,6.0,0.5,0.2,0.7,1.8,5.5
2005-2006 NBA NBA Summer League Stats,Chris Taft,GSW,3,15.3,7.3,3.0,5.7,.529,0.0,0.0,.000,1.3,2.0,.667,3.0,2.3,5.3,0.0,0.3,0.0,2.7,1.0
2005-2006 NBA NBA Summer League Stats,Ronnie Price,SAC,3,31.7,7.3,3.0,7.0,.429,1.0,2.0,.500,0.3,0.7,.500,0.7,1.3,2.0,2.0,0.3,0.0,1.3,3.7
2005-2006 NBA NBA Summer League Stats,Dijon Thompson,PHX,6,27.8,7.3,2.7,7.2,.372,0.5,2.3,.214,1.5,2.5,.600,0.7,1.7,2.3,0.5,0.2,0.0,1.5,2.0
2005-2006 NBA NBA Summer League Stats,Delonte West,BOS,4,21.5,7.3,2.0,5.3,.381,0.3,1.0,.250,3.0,3.5,.857,1.0,2.0,3.0,1.5,1.3,0.0,2.0,4.8
2005-2006 NBA NBA Summer League Stats,Adam Hall,CHI,4,16.5,7.3,2.5,5.8,.435,0.3,1.5,.167,2.0,3.8,.533,1.3,1.5,2.8,0.8,0.8,0.0,2.0,3.3
2005-2006 NBA NBA Summer League Stats,Lionel Chalmers,LAC,5,26.4,7.2,1.6,8.4,.190,0.6,3.8,.158,3.4,4.4,.773,0.0,2.6,2.6,2.2,1.0,0.0,1.8,1.8
2005-2006 NBA NBA Summer League Stats,Taylor Coppenrath,BOS,6,15.5,7.2,2.2,3.7,.591,0.0,0.0,.000,2.8,3.8,.739,1.7,1.7,3.3,0.3,0.0,0.0,0.7,2.3
2005-2006 NBA NBA Summer League Stats,Lynn Greer,PHX,6,15.2,7.0,2.0,5.0,.400,0.7,1.2,.571,2.3,2.5,.933,0.3,1.0,1.3,2.2,0.5,0.0,2.2,1.8
2005-2006 NBA NBA Summer League Stats,Carlos Delfino,DET,3,28.3,7.0,2.7,6.7,.400,0.0,1.0,.000,1.7,2.0,.833,1.3,3.0,4.3,2.0,2.0,0.3,5.3,4.0
2005-2006 NBA NBA Summer League Stats,Shaun Livingston,LAC,1,25.0,7.0,2.0,8.0,.250,0.0,0.0,.000,3.0,3.0,1.000,1.0,4.0,5.0,2.0,1.0,0.0,2.0,5.0
2005-2006 NBA NBA Summer League Stats,Raed Farid Elhamali,WAS,6,12.2,6.8,2.0,4.7,.429,0.0,0.0,.000,2.8,4.3,.654,0.3,1.3,1.7,0.3,0.3,0.0,1.5,1.2
2005-2006 NBA NBA Summer League Stats,John Gilchrist,CLE,5,16.4,6.8,2.6,7.4,.351,0.0,1.2,.000,1.6,2.2,.727,0.2,2.2,2.4,2.0,1.0,0.2,2.4,3.0
2005-2006 NBA NBA Summer League Stats,Ira Clark,POR,4,17.8,6.8,2.5,3.8,.667,0.0,0.0,.000,1.8,3.0,.583,1.3,2.3,3.5,0.5,0.0,0.0,1.8,3.3
2005-2006 NBA NBA Summer League Stats,Pavel Podkolzin,DAL,4,18.3,6.8,2.3,4.5,.500,0.0,0.0,.000,2.3,3.3,.692,1.0,3.5,4.5,0.0,0.0,0.8,3.8,3.5
2005-2006 NBA NBA Summer League Stats,Steven Barber,NYK,3,12.7,6.7,2.7,6.3,.421,0.3,1.3,.250,1.0,1.3,.750,0.7,0.0,0.7,0.7,0.3,0.0,1.0,2.3
2005-2006 NBA NBA Summer League Stats,D.J. Mbenga,DAL,5,19.6,6.6,3.0,4.0,.750,0.0,0.0,.000,0.6,1.2,.500,1.6,4.2,5.8,0.4,0.2,2.8,1.2,2.6
2005-2006 NBA NBA Summer League Stats,Rich Melzer,ORL,5,26.2,6.6,2.8,8.0,.350,0.4,2.2,.182,0.6,1.0,.600,0.2,2.0,2.2,1.0,0.8,0.0,1.4,2.8
2005-2006 NBA NBA Summer League Stats,David West,NOP,4,19.5,6.5,2.3,4.8,.474,0.0,0.0,.000,2.0,2.8,.727,2.0,2.8,4.8,0.8,0.8,0.3,1.3,3.8
2005-2006 NBA NBA Summer League Stats,Jackie Butler,NYK,5,18.2,6.4,2.6,4.4,.591,0.0,0.0,.000,1.2,2.0,.600,1.6,3.6,5.2,1.0,0.0,0.6,1.6,4.4
2005-2006 NBA NBA Summer League Stats,Ugonna Onyekwe,CHI,5,19.8,6.2,2.4,4.8,.500,0.0,0.8,.000,1.4,2.0,.700,1.4,1.4,2.8,0.6,0.4,0.4,0.8,3.2
2005-2006 NBA NBA Summer League Stats,Troy Bell,NOP,5,18.4,6.2,1.4,6.2,.226,0.2,1.4,.143,3.2,3.6,.889,1.4,0.4,1.8,1.8,0.6,0.2,0.6,2.6
2005-2006 NBA NBA Summer League Stats,Jawad Williams,GSW,5,17.2,6.2,2.6,5.6,.464,0.0,1.0,.000,1.0,1.8,.556,1.2,1.0,2.2,0.2,0.4,0.0,0.8,2.0
2005-2006 NBA NBA Summer League Stats,Sean Banks,NOP,5,19.2,6.2,2.4,6.4,.375,0.4,1.6,.250,1.0,1.6,.625,1.2,1.6,2.8,0.0,0.0,0.0,2.6,1.6
2005-2006 NBA NBA Summer League Stats,Ime Udoka,CLE,6,16.2,6.2,2.2,4.0,.542,0.5,0.7,.750,1.3,2.0,.667,0.8,1.8,2.7,0.8,1.0,0.0,1.2,1.0
2005-2006 NBA NBA Summer League Stats,Lucas Tischer,PHX,6,13.7,6.0,2.5,3.7,.682,0.0,0.0,.000,1.0,2.2,.462,1.5,2.2,3.7,0.3,0.0,0.2,1.5,3.5
2005-2006 NBA NBA Summer League Stats,Matt Freije,CLE,6,12.7,6.0,2.2,4.8,.448,0.5,1.7,.300,1.2,1.8,.636,0.5,1.2,1.7,0.5,0.3,0.2,0.3,1.8
2005-2006 NBA NBA Summer League Stats,Pavel Milos,DET,1,5.0,6.0,2.0,4.0,.500,2.0,4.0,.500,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2005-2006 NBA NBA Summer League Stats,Henry Domercant,WAS,6,10.7,5.8,2.2,4.7,.464,0.7,1.0,.667,0.8,1.2,.714,0.2,1.3,1.5,1.0,0.2,0.0,0.5,1.5
2005-2006 NBA NBA Summer League Stats,Robert Archibald,SAC,5,24.0,5.8,2.4,4.4,.545,0.0,0.0,.000,1.0,2.4,.417,2.8,2.8,5.6,0.6,0.0,0.8,1.6,5.2
2005-2006 NBA NBA Summer League Stats,Jelani McCoy,NJN,5,18.8,5.8,2.6,4.2,.619,0.0,0.0,.000,0.6,1.6,.375,0.6,1.8,2.4,0.8,0.2,0.4,2.4,5.0
2005-2006 NBA NBA Summer League Stats,Jeff Varem,CLE,6,17.2,5.7,2.2,3.5,.619,0.0,0.0,.000,1.3,2.2,.615,2.0,2.7,4.7,0.5,0.5,0.2,0.8,2.3
2005-2006 NBA NBA Summer League Stats,Isiah Victor,ORL,3,16.0,5.7,0.7,1.7,.400,0.0,0.0,.000,4.3,4.7,.929,0.7,2.0,2.7,0.7,0.0,0.3,1.7,3.3
2005-2006 NBA NBA Summer League Stats,Ha Seung-Jin,POR,3,21.0,5.7,2.3,3.3,.700,0.0,0.0,.000,1.0,1.3,.750,1.3,3.3,4.7,0.0,0.0,1.0,1.7,7.0
2005-2006 NBA NBA Summer League Stats,Junior Harrington,DET,5,24.4,5.6,1.6,4.8,.333,0.2,0.4,.500,2.2,3.2,.688,0.2,1.6,1.8,1.4,1.6,0.0,1.8,3.6
2005-2006 NBA NBA Summer League Stats,Bruno Sundov,NYK,5,18.2,5.6,2.6,5.8,.448,0.0,0.2,.000,0.4,0.8,.500,0.8,1.2,2.0,0.6,0.4,0.0,2.2,4.2
2005-2006 NBA NBA Summer League Stats,Will McDonald,BOS,2,14.0,5.5,2.0,3.0,.667,0.0,0.0,.000,1.5,2.5,.600,3.0,1.5,4.5,0.0,0.0,0.0,1.5,3.5
2005-2006 NBA NBA Summer League Stats,Ray Weathers,SAC,2,12.5,5.5,2.0,3.0,.667,0.0,0.0,.000,1.5,1.5,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.5,3.0
2005-2006 NBA NBA Summer League Stats,Ellis Myles,NJN,2,20.5,5.5,1.5,6.0,.250,0.0,0.0,.000,2.5,5.5,.455,2.5,2.5,5.0,0.5,0.0,0.0,2.0,5.5
2005-2006 NBA NBA Summer League Stats,Devin Harris,DAL,2,25.5,5.5,1.0,6.5,.154,0.5,2.0,.250,3.0,4.5,.667,0.0,2.0,2.0,3.5,1.0,0.0,5.0,2.0
2005-2006 NBA NBA Summer League Stats,Derrick Zimmerman,NJN,5,18.4,5.4,2.4,4.0,.600,0.0,0.0,.000,0.6,1.4,.429,0.8,1.8,2.6,1.2,1.0,0.4,2.0,3.4
2005-2006 NBA NBA Summer League Stats,Ruben Douglas,NYK,5,13.0,5.2,2.2,4.6,.478,0.2,1.0,.200,0.6,0.8,.750,0.6,0.8,1.4,0.4,0.4,0.0,0.4,1.8
2005-2006 NBA NBA Summer League Stats,Arthur Johnson,CHI,5,14.6,5.2,2.0,6.4,.313,0.0,0.0,.000,1.2,1.4,.857,1.6,1.4,3.0,0.2,0.8,0.8,1.2,3.2
2005-2006 NBA NBA Summer League Stats,Jobey Thomas,LAC,5,12.0,5.2,1.8,3.6,.500,1.2,1.6,.750,0.4,0.4,1.000,0.0,0.2,0.2,0.0,0.4,0.0,1.0,2.2
2005-2006 NBA NBA Summer League Stats,Kris Lang,POR,6,22.3,5.2,2.2,4.3,.500,0.0,0.0,.000,0.8,1.3,.625,2.2,2.2,4.3,1.3,0.5,0.5,2.0,5.2
2005-2006 NBA NBA Summer League Stats,Brandon Kurtz,PHX,6,14.3,5.2,1.2,3.0,.389,0.0,0.0,.000,2.8,3.2,.895,1.0,2.7,3.7,0.3,0.2,0.2,1.5,2.5
2005-2006 NBA NBA Summer League Stats,Peter John Ramos,WAS,6,23.8,5.2,2.0,6.2,.324,0.0,0.0,.000,1.2,1.7,.700,0.5,2.7,3.2,0.0,0.0,1.0,3.0,4.7
2005-2006 NBA NBA Summer League Stats,Kenny Satterfield,CHI,5,19.6,5.0,1.6,4.6,.348,0.0,1.0,.000,1.8,2.4,.750,0.6,1.4,2.0,3.2,0.6,0.0,0.8,2.2
2005-2006 NBA NBA Summer League Stats,Ousmane Cisse,WAS,2,13.0,5.0,2.0,2.5,.800,0.0,0.0,.000,1.0,1.0,1.000,2.0,0.5,2.5,0.0,0.5,1.0,0.0,0.5
2005-2006 NBA NBA Summer League Stats,Chuck Eidson,LAC,3,15.0,5.0,2.0,4.7,.429,0.0,0.3,.000,1.0,2.0,.500,0.0,1.3,1.3,1.0,0.7,0.0,1.0,0.7
2005-2006 NBA NBA Summer League Stats,Jared Reiner,CHI,5,10.0,5.0,1.6,3.6,.444,0.0,0.0,.000,1.8,1.8,1.000,1.0,1.6,2.6,0.0,0.0,0.2,1.4,3.0
2005-2006 NBA NBA Summer League Stats,Gee Gervin,DAL,4,12.3,5.0,1.5,4.0,.375,0.3,0.5,.500,1.8,2.0,.875,0.0,0.5,0.5,1.5,0.5,0.0,1.8,1.0
2005-2006 NBA NBA Summer League Stats,Awvee Storey,NJN,2,13.0,5.0,2.0,3.0,.667,0.0,0.5,.000,1.0,1.0,1.000,1.0,1.5,2.5,0.5,0.0,0.0,1.0,3.0
2005-2006 NBA NBA Summer League Stats,Luke Schenscher,DEN,6,14.7,5.0,2.2,4.3,.500,0.0,0.0,.000,0.7,0.7,1.000,1.3,1.3,2.7,0.3,0.0,0.3,2.0,3.5
2005-2006 NBA NBA Summer League Stats,Jonathan Moore,LAC,3,7.7,5.0,2.0,6.3,.316,0.0,0.0,.000,1.0,1.3,.750,0.7,0.7,1.3,0.0,0.7,0.0,0.3,2.0
2005-2006 NBA NBA Summer League Stats,Ruben Boumtje-Boumtje,ORL,5,16.8,4.8,1.8,3.2,.563,0.0,0.0,.000,1.2,1.2,1.000,1.4,2.2,3.6,0.8,0.2,0.2,0.6,4.4
2005-2006 NBA NBA Summer League Stats,Cliff Hawkins,NJN,5,19.8,4.8,1.8,4.0,.450,0.4,1.0,.400,0.8,1.4,.571,0.2,1.2,1.4,1.2,0.4,0.0,2.0,3.8
2005-2006 NBA NBA Summer League Stats,Roger Powell,DAL,4,10.8,4.8,1.8,2.3,.778,0.3,0.3,1.000,1.0,2.3,.444,0.0,1.0,1.0,0.5,0.0,0.3,0.0,1.8
2005-2006 NBA NBA Summer League Stats,Bateer Mengke,CHI,4,10.8,4.8,2.3,3.3,.692,0.3,0.5,.500,0.0,0.0,.000,0.8,1.0,1.8,0.3,0.3,0.0,0.5,2.0
2005-2006 NBA NBA Summer League Stats,Marcin Gortat,ORL,4,14.5,4.8,2.0,3.5,.571,0.0,0.0,.000,0.8,0.8,1.000,0.8,1.5,2.3,0.3,0.3,0.3,0.5,4.3
2005-2006 NBA NBA Summer League Stats,Kendrick Perkins,BOS,6,20.3,4.7,1.7,4.5,.370,0.0,0.2,.000,1.3,2.2,.615,1.5,3.0,4.5,0.3,0.0,1.2,1.7,5.2
2005-2006 NBA NBA Summer League Stats,Brent Wright,NYK,5,14.8,4.6,1.4,2.6,.538,0.0,0.2,.000,1.8,2.8,.643,0.2,0.6,0.8,0.2,1.0,0.0,0.0,2.6
2005-2006 NBA NBA Summer League Stats,Brandon Bass,NOP,5,14.8,4.6,1.8,4.2,.429,0.0,0.2,.000,1.0,2.2,.455,1.4,1.8,3.2,0.0,0.0,0.2,1.0,1.8
2005-2006 NBA NBA Summer League Stats,Ontario Lett,LAC,5,15.0,4.6,1.2,2.4,.500,0.0,0.0,.000,2.2,3.4,.647,0.8,1.4,2.2,0.2,0.0,0.0,0.6,4.4
2005-2006 NBA NBA Summer League Stats,Damir Miljkovic,GSW,5,14.2,4.6,1.8,4.6,.391,1.0,2.6,.385,0.0,0.4,.000,0.4,0.6,1.0,0.8,0.4,0.0,1.6,1.8
2005-2006 NBA NBA Summer League Stats,Eddie Robinson,NOP,4,15.8,4.5,2.3,4.5,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,1.3,1.8,0.8,0.5,0.0,0.3,2.3
2005-2006 NBA NBA Summer League Stats,Aaron Miles,NYK,2,14.0,4.5,2.0,3.5,.571,0.0,0.5,.000,0.5,1.0,.500,0.5,2.0,2.5,2.0,0.0,0.0,1.0,2.0
2005-2006 NBA NBA Summer League Stats,Jackson Vroman,NOP,5,17.8,4.4,1.4,2.6,.538,0.0,0.0,.000,1.6,2.2,.727,0.8,2.4,3.2,0.8,0.6,0.6,1.0,4.8
2005-2006 NBA NBA Summer League Stats,Sharrod Ford,NJN,4,17.0,4.3,1.8,3.8,.467,0.0,0.0,.000,0.8,1.8,.429,0.8,1.5,2.3,0.5,0.0,0.5,1.3,2.0
2005-2006 NBA NBA Summer League Stats,Ricky Paulding,DET,5,16.4,4.2,1.2,3.6,.333,0.0,0.6,.000,1.8,2.4,.750,0.6,1.0,1.6,0.8,0.6,0.2,1.8,1.8
2005-2006 NBA NBA Summer League Stats,Corsley Edwards,WAS,6,13.3,4.2,1.7,5.0,.333,0.0,0.0,.000,0.8,1.3,.625,1.0,2.8,3.8,0.5,0.2,0.0,0.5,2.0
2005-2006 NBA NBA Summer League Stats,Mindaugas Katelynas,PHX,6,18.7,4.2,1.8,4.5,.407,0.3,1.3,.250,0.2,0.5,.333,0.7,1.7,2.3,0.2,0.2,0.0,1.2,2.7
2005-2006 NBA NBA Summer League Stats,Will Bynum,BOS,6,23.0,4.2,1.7,6.3,.263,0.0,0.2,.000,0.8,1.7,.500,0.2,2.2,2.3,2.7,0.8,0.0,2.8,3.3
2005-2006 NBA NBA Summer League Stats,John Allen,DET,3,6.0,4.0,1.3,1.7,.800,0.0,0.0,.000,1.3,1.7,.800,0.3,0.7,1.0,0.0,0.3,0.0,0.0,0.0
2005-2006 NBA NBA Summer League Stats,Jerry Holman,DET,2,8.5,4.0,1.5,2.5,.600,0.0,0.0,.000,1.0,1.5,.667,1.0,0.5,1.5,0.0,0.0,0.0,0.5,1.5
2005-2006 NBA NBA Summer League Stats,Bryant Matthews,DET,3,11.7,4.0,1.0,4.0,.250,0.0,1.7,.000,2.0,3.7,.545,1.3,2.3,3.7,0.0,0.3,0.0,1.3,1.7
2005-2006 NBA NBA Summer League Stats,Ricky Sanchez,DEN,6,21.7,4.0,1.7,5.8,.286,0.5,1.8,.273,0.2,0.3,.500,0.8,0.8,1.7,0.5,0.0,0.0,1.3,4.7
2005-2006 NBA NBA Summer League Stats,Nedzad Sinanovic,POR,6,17.2,3.7,1.7,3.5,.476,0.0,0.0,.000,0.3,0.7,.500,1.7,4.0,5.7,0.0,0.0,0.8,1.2,5.3
2005-2006 NBA NBA Summer League Stats,Jamal Sampson,WAS,3,11.0,3.7,1.7,2.7,.625,0.0,0.3,.000,0.3,0.7,.500,2.3,2.0,4.3,0.0,0.0,1.3,1.0,1.7
2005-2006 NBA NBA Summer League Stats,Timmy Bowers,PHX,3,13.7,3.7,1.3,4.0,.333,0.0,0.7,.000,1.0,1.3,.750,0.0,1.3,1.3,1.0,0.3,0.3,1.3,1.3
2005-2006 NBA NBA Summer League Stats,Mire Chatman,LAC,2,6.0,3.5,1.5,1.5,1.000,0.0,0.0,.000,0.5,1.0,.500,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.5
2005-2006 NBA NBA Summer League Stats,Marcus Haislip,DEN,4,19.5,3.5,1.3,3.8,.333,0.0,0.0,.000,1.0,1.5,.667,1.5,2.3,3.8,0.0,0.5,0.0,1.5,4.3
2005-2006 NBA NBA Summer League Stats,Patrick Okafor,SAC,4,7.0,3.3,1.5,1.8,.857,0.0,0.0,.000,0.3,0.8,.333,0.5,0.5,1.0,0.3,0.3,0.3,0.8,2.5
2005-2006 NBA NBA Summer League Stats,Anthony Lever-Pedroza,SAC,5,14.6,3.2,1.4,3.0,.467,0.0,0.0,.000,0.4,0.4,1.000,0.8,1.6,2.4,0.6,1.4,0.2,0.8,2.6
2005-2006 NBA NBA Summer League Stats,Kresimir Loncar,CLE,5,10.2,3.2,1.2,2.2,.545,0.0,0.0,.000,0.8,1.2,.667,0.8,2.4,3.2,0.4,0.2,0.2,2.0,3.6
2005-2006 NBA NBA Summer League Stats,Filiberto Rivera,DAL,5,16.0,3.2,1.0,4.0,.250,0.4,1.0,.400,0.8,1.4,.571,0.2,1.2,1.4,2.2,0.4,0.0,1.8,2.4
2005-2006 NBA NBA Summer League Stats,Michael Haynes,PHX,6,17.7,3.2,1.3,4.7,.286,0.2,1.7,.100,0.3,0.5,.667,0.2,0.7,0.8,0.7,0.0,0.0,1.5,2.0
2005-2006 NBA NBA Summer League Stats,Chris Garnett,NOP,3,7.3,3.0,0.7,1.7,.400,0.0,0.0,.000,1.7,2.0,.833,1.0,1.3,2.3,0.0,0.0,0.3,1.0,2.0
2005-2006 NBA NBA Summer League Stats,Jared Homan,SAC,5,12.8,3.0,1.2,3.6,.333,0.0,0.0,.000,0.6,1.2,.500,1.2,1.6,2.8,0.2,0.2,0.8,1.2,3.2
2005-2006 NBA NBA Summer League Stats,Martynas Andriuskevicius,CLE,3,15.0,3.0,1.3,3.0,.444,0.0,0.0,.000,0.3,0.7,.500,2.0,0.7,2.7,0.3,0.0,1.3,2.3,3.7
2005-2006 NBA NBA Summer League Stats,Joe Dabbert,DEN,2,6.5,3.0,1.5,3.5,.429,0.0,0.0,.000,0.0,0.0,.000,1.0,0.5,1.5,0.0,0.5,0.0,1.5,2.0
2005-2006 NBA NBA Summer League Stats,Lamar Rice,NYK,2,12.5,3.0,1.5,4.0,.375,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0
2005-2006 NBA NBA Summer League Stats,Dexter Lyons,ORL,5,16.2,3.0,1.0,3.2,.313,0.2,0.6,.333,0.8,1.4,.571,0.0,0.8,0.8,0.6,0.2,0.0,1.2,2.8
2005-2006 NBA NBA Summer League Stats,Jason Klotz,ORL,5,12.0,2.8,1.4,3.0,.467,0.0,0.0,.000,0.0,0.0,.000,0.8,1.6,2.4,0.4,0.0,0.4,1.4,2.4
2005-2006 NBA NBA Summer League Stats,Guillaume Yango,SAC,4,10.8,2.8,1.3,3.5,.357,0.0,0.0,.000,0.3,0.5,.500,1.5,2.0,3.5,0.5,0.0,0.0,0.3,1.3
2005-2006 NBA NBA Summer League Stats,Marquin Chandler,SAC,4,7.5,2.8,1.3,2.8,.455,0.3,0.5,.500,0.0,0.0,.000,0.0,2.0,2.0,0.3,0.0,0.0,0.0,1.5
2005-2006 NBA NBA Summer League Stats,Cheyne Gadson,NYK,3,9.3,2.7,1.3,2.3,.571,0.0,0.0,.000,0.0,0.3,.000,0.3,1.0,1.3,0.7,0.0,0.0,1.0,0.3
2005-2006 NBA NBA Summer League Stats,Thomas Mobley,DET,5,10.2,2.6,0.8,1.4,.571,0.2,0.2,1.000,0.8,0.8,1.000,0.6,1.2,1.8,0.6,0.0,0.0,0.6,1.6
2005-2006 NBA NBA Summer League Stats,Billy Keys,POR,5,9.4,2.6,1.0,3.0,.333,0.0,0.6,.000,0.6,0.8,.750,0.6,0.0,0.6,1.4,0.6,0.0,0.6,1.2
2005-2006 NBA NBA Summer League Stats,Lance Allred,LAC,5,7.2,2.6,0.6,1.4,.429,0.0,0.0,.000,1.4,2.0,.700,0.8,0.6,1.4,0.0,0.4,0.0,0.4,1.6
2005-2006 NBA NBA Summer League Stats,Rodney Billups,DET,5,13.0,2.6,1.0,2.8,.357,0.0,0.2,.000,0.6,0.8,.750,0.0,1.4,1.4,2.0,0.2,0.0,1.4,2.8
2005-2006 NBA NBA Summer League Stats,Christian Drejer,NJN,5,17.2,2.6,0.8,4.4,.182,0.2,1.4,.143,0.8,1.0,.800,0.4,2.0,2.4,0.2,0.2,0.4,0.8,2.4
2005-2006 NBA NBA Summer League Stats,James Thomas,CLE,6,11.7,2.5,0.7,1.3,.500,0.0,0.0,.000,1.2,1.8,.636,1.5,2.8,4.3,0.7,0.0,0.2,0.5,1.3
2005-2006 NBA NBA Summer League Stats,Marcus Campbell,SAC,2,9.0,2.5,1.0,3.0,.333,0.0,0.0,.000,0.5,1.0,.500,1.5,3.0,4.5,0.0,0.0,0.5,1.0,3.0
2005-2006 NBA NBA Summer League Stats,Jason Ellis,DEN,6,13.0,2.5,1.0,1.8,.545,0.0,0.0,.000,0.5,0.5,1.000,0.5,0.7,1.2,0.2,0.2,0.2,0.7,2.7
2005-2006 NBA NBA Summer League Stats,Victor Muzadi,DAL,4,9.8,2.5,0.8,2.5,.300,0.0,0.0,.000,1.0,1.5,.667,0.3,1.0,1.3,0.0,0.0,0.5,1.0,2.5
2005-2006 NBA NBA Summer League Stats,Desmon Farmer,DEN,6,9.7,2.3,0.7,1.7,.400,0.3,0.5,.667,0.7,0.8,.800,0.0,1.7,1.7,1.0,0.0,0.0,0.8,1.3
2005-2006 NBA NBA Summer League Stats,Ed Cota,WAS,3,19.3,2.3,1.0,3.3,.300,0.3,1.3,.250,0.0,0.0,.000,0.3,1.3,1.7,2.7,0.3,0.0,0.7,1.3
2005-2006 NBA NBA Summer League Stats,DeSean Hadley,NOP,4,6.0,2.3,0.5,1.3,.400,0.3,0.5,.500,1.0,1.0,1.000,0.0,0.5,0.5,0.3,0.0,0.0,0.3,1.8
2005-2006 NBA NBA Summer League Stats,Damone Brown,WAS,5,6.2,2.0,0.4,2.6,.154,0.0,0.8,.000,1.2,1.2,1.000,0.6,0.4,1.0,0.0,0.4,0.4,0.2,0.8
2005-2006 NBA NBA Summer League Stats,Matt Lottich,NJN,3,9.0,2.0,0.7,2.3,.286,0.7,1.0,.667,0.0,0.0,.000,0.3,0.7,1.0,0.3,0.0,0.3,0.0,1.7
2005-2006 NBA NBA Summer League Stats,Odartey Blankson,CLE,1,7.0,2.0,1.0,3.0,.333,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
2005-2006 NBA NBA Summer League Stats,Noel Felix,NJN,5,14.8,2.0,0.8,3.2,.250,0.0,0.0,.000,0.4,0.8,.500,1.2,1.6,2.8,0.0,0.6,0.4,1.2,3.6
2005-2006 NBA NBA Summer League Stats,Jeremiah Massey,BOS,2,8.0,2.0,0.5,1.0,.500,0.0,0.5,.000,1.0,1.5,.667,0.0,1.5,1.5,0.0,0.0,0.0,1.5,2.5
2005-2006 NBA NBA Summer League Stats,Elbert Fuqua,NYK,3,5.7,1.7,0.7,1.7,.400,0.3,0.3,1.000,0.0,0.0,.000,1.7,1.0,2.7,0.0,0.0,0.7,0.3,2.0
2005-2006 NBA NBA Summer League Stats,Dawid Przybyszewski,CHI,5,7.0,1.6,0.8,2.4,.333,0.0,0.0,.000,0.0,0.0,.000,0.4,0.8,1.2,0.0,0.0,0.0,0.4,1.6
2005-2006 NBA NBA Summer League Stats,Bryan Bracey,CLE,2,7.0,1.5,0.5,1.5,.333,0.0,0.0,.000,0.5,1.0,.500,0.5,1.0,1.5,0.0,0.0,0.0,1.0,1.0
2005-2006 NBA NBA Summer League Stats,Marc Salyers,NOP,2,10.5,1.5,0.5,1.0,.500,0.0,0.0,.000,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.0,0.5,0.5,5.0
2005-2006 NBA NBA Summer League Stats,Thomas Kelati,LAC,5,14.2,1.4,0.4,2.8,.143,0.2,1.4,.143,0.4,0.4,1.000,0.4,1.4,1.8,0.2,0.4,0.0,0.0,2.6
2005-2006 NBA NBA Summer League Stats,Cookie Belcher,SAC,3,7.7,1.3,0.3,1.7,.200,0.0,0.0,.000,0.7,0.7,1.000,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.3
2005-2006 NBA NBA Summer League Stats,Paul Marigney,GSW,4,12.0,1.3,0.3,1.0,.250,0.3,0.5,.500,0.5,0.5,1.000,0.3,1.8,2.0,0.5,0.3,0.3,0.3,2.8
2005-2006 NBA NBA Summer League Stats,Jamison Brewer,DAL,2,11.5,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,3.5,3.5,0.0,0.0,0.0,0.5,0.5
2005-2006 NBA NBA Summer League Stats,Jarred Merrill,NOP,4,6.3,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.3
2005-2006 NBA NBA Summer League Stats,Ryan Randle,CLE,4,7.0,1.0,0.5,1.8,.286,0.0,0.3,.000,0.0,0.5,.000,1.0,0.8,1.8,0.0,0.3,0.3,1.0,2.0
2005-2006 NBA NBA Summer League Stats,Mark Bortz,LAC,3,9.0,1.0,0.3,1.0,.333,0.0,0.0,.000,0.3,0.3,1.000,0.3,1.7,2.0,0.0,0.0,0.0,1.0,3.0
