League,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS
2005-2006 NBA Salt Lake City Summer League Stats,Sean May,CHA,3,0,0,0,0,0,0,25,0,.268,0.6,0.4,0.4,4,2,.667,0.5,0.4,0.9
2005-2006 NBA Salt Lake City Summer League Stats,Arthur Johnson,ATL,1,0,0,0,0,0,0,14,0,.127,0.5,0.1,0.5,3,3,.500,0.3,0.2,0.5
2005-2006 NBA Salt Lake City Summer League Stats,Boris Diaw,ATL,1,0,0,0,0,0,0,15,0,.200,0.7,0.1,0.5,3,3,.500,0.0,0.2,0.2
2005-2006 NBA Salt Lake City Summer League Stats,Josh Powell,DAL,1,0,0,0,0,0,0,16,0,.216,0.5,0.2,0.8,1,3,.250,0.2,0.1,0.3
2005-2006 NBA Salt Lake City Summer League Stats,Gyasi Cline-Heard,ATL,1,0,0,0,0,0,0,16,0,.085,0.3,0.4,1.8,3,3,.500,0.1,0.2,0.3
2005-2006 NBA Salt Lake City Summer League Stats,Robert Whaley,UTA,1,0,0,0,0,0,0,13,0,.178,0.5,0.2,0.3,3,3,.500,-0.1,0.1,0.0
2005-2006 NBA Salt Lake City Summer League Stats,Kaniel Dickens,SEA,1,0,0,0,0,0,0,17,0,.131,0.2,0.5,0.2,3,3,.500,0.0,0.2,0.2
2006-2007 NBA Salt Lake City Summer League Stats,Marvin Williams,ATL,1,0,0,0,0,0,0,30,1,.321,0.8,0.2,1.3,3,2,.600,1.1,0.1,1.2
2006-2007 NBA Salt Lake City Summer League Stats,Ivan McFarlin,PHI,1,0,0,0,0,0,0,12,0,.169,1.5,1.0,0.4,4,2,.667,0.5,0.6,1.1
2006-2007 NBA Salt Lake City Summer League Stats,Paul Millsap,UTA,1,0,0,0,0,0,0,11,0,.137,0.5,0.6,0.7,3,3,.500,0.4,0.4,0.9
2006-2007 NBA Salt Lake City Summer League Stats,Steven Smith,PHI,1,0,0,0,0,0,0,23,0,.219,0.4,0.6,0.4,4,2,.667,0.4,0.6,1.0
2006-2007 NBA Salt Lake City Summer League Stats,Shavlik Randolph,PHI,1,0,0,0,0,0,0,25,0,.267,1.0,0.5,2.1,1,0,1.000,0.2,0.1,0.4
2006-2007 NBA Salt Lake City Summer League Stats,Robert Swift,SEA,1,0,0,0,0,0,1,13,0,.098,0.3,0.1,0.6,1,2,.333,-0.2,0.1,-0.1
2007-2008 NBA Salt Lake City Summer League Stats,Lou Amundson,PHI,2,0,0,0,0,0,0,17,1,.205,0.8,0.7,1.0,5,0,1.000,0.7,0.4,1.1
2007-2008 NBA Salt Lake City Summer League Stats,Paul Millsap,UTA,1,0,0,0,0,0,0,22,0,.227,0.6,0.2,0.6,3,3,.500,0.8,0.1,0.9
2007-2008 NBA Salt Lake City Summer League Stats,Shelden Williams,ATL,1,0,0,0,0,0,0,23,0,.229,0.2,0.5,0.4,2,4,.333,0.4,0.3,0.7
2007-2008 NBA Salt Lake City Summer League Stats,D'or Fischer,CHI,1,0,0,0,0,0,1,12,0,.140,1.0,0.8,0.5,2,2,.500,0.5,0.1,0.6
2007-2008 NBA Salt Lake City Summer League Stats,Dee Brown,UTA,1,0,0,0,0,0,0,11,1,.287,2.6,0.4,0.4,3,3,.500,0.3,0.0,0.3
2007-2008 NBA Salt Lake City Summer League Stats,Johan Petro,SEA,1,0,0,0,0,0,0,20,0,.250,1.0,0.0,0.6,2,1,.667,0.2,0.0,0.3
2007-2008 NBA Salt Lake City Summer League Stats,Jeff Green,SEA,1,0,0,0,0,0,0,25,0,.310,1.1,0.4,0.6,2,1,.667,0.2,-0.1,0.2
2007-2008 NBA Salt Lake City Summer League Stats,Pops Mensah-Bonsu,DAL,1,0,0,0,0,0,0,15,0,.160,0.1,0.2,0.1,1,2,.333,0.1,0.0,0.1
2008-2009 NBA Salt Lake City Summer League Stats,Anthony Morrow,GSW,1,0,0,0,0,0,0,27,0,.308,1.3,0.7,0.1,3,1,.750,0.7,0.1,0.8
2008-2009 NBA Salt Lake City Summer League Stats,Rob Kurz,GSW,1,0,0,0,0,0,0,18,0,.173,0.4,0.6,0.2,3,1,.750,0.4,0.2,0.6
2008-2009 NBA Salt Lake City Summer League Stats,Hamed Haddadi,IRA,1,0,0,0,0,0,1,19,0,.310,0.3,0.3,0.3,0,3,.000,-0.3,0.3,0.0
2008-2009 NBA Salt Lake City Summer League Stats,Julius Hodge,NJN,1,0,0,0,0,0,0,20,0,.333,1.7,1.7,0.4,0,2,.000,0.3,0.0,0.3
2008-2009 NBA Salt Lake City Summer League Stats,Glen McGowan,AMB,1,0,0,0,0,0,0,17,0,.185,0.2,0.3,0.7,2,3,.400,0.3,0.3,0.6
2008-2009 NBA Salt Lake City Summer League Stats,Richard Hendrix,GSW,1,0,0,0,0,0,0,10,0,.060,0.0,0.3,0.3,3,1,.750,0.0,0.1,0.1
2008-2009 NBA Salt Lake City Summer League Stats,Kosta Koufos,UTA,1,0,0,0,0,0,0,12,0,.143,0.7,0.0,0.5,1,2,.333,0.1,0.1,0.2
2008-2009 NBA Salt Lake City Summer League Stats,Oshin Sahakian,IRA,1,0,0,0,0,0,0,11,0,.169,0.8,0.0,0.4,0,3,.000,0.0,0.1,0.1
2015-2016 NBA Salt Lake City Summer League Stats,Furkan Aldemir,PHI,1,0,0,0,0,0,0,11,0,.098,0.5,0.2,0.3,1,2,.333,0.0,0.4,0.4
2015-2016 NBA Salt Lake City Summer League Stats,Jack Cooley,UTA,1,0,0,0,0,0,0,13,0,.138,0.7,1.3,0.6,3,0,1.000,0.3,0.2,0.5
2015-2016 NBA Salt Lake City Summer League Stats,Rodney Hood,UTA,1,0,0,0,0,0,0,23,0,.367,1.7,0.7,0.3,2,0,1.000,0.4,0.1,0.5
2016-2017 NBA Salt Lake City Summer League Stats,Trey Lyles,UTA,2,0,0,0,0,0,0,26,0,.263,0.6,0.0,0.5,0,3,.000,0.1,-0.1,0.1
2016-2017 NBA Salt Lake City Summer League Stats,Kyle Anderson,SAS,1,0,0,0,0,0,0,25,0,.400,1.4,1.1,0.3,2,1,.667,0.7,0.2,0.9
2017-2018 NBA Salt Lake City Summer League Stats,Jayson Tatum,BOS,2,0,0,0,0,1,0,23,0,.341,0.8,0.9,0.3,1,2,.333,0.1,0.3,0.4
2017-2018 NBA Salt Lake City Summer League Stats,Dante Exum,UTA,1,0,0,0,0,0,0,26,0,.423,2.4,0.1,0.4,3,0,1.000,0.5,0.2,0.7
2017-2018 NBA Salt Lake City Summer League Stats,Jaylen Brown,BOS,1,0,0,0,0,0,0,29,0,.230,0.2,0.2,0.7,1,1,.500,0.0,0.1,0.1
2018-2019 NBA Salt Lake City Summer League Stats,Tony Bradley,UTA,3,0,0,0,0,0,0,18,0,.178,0.0,0.2,0.5,2,1,.667,0.2,0.2,0.4
2018-2019 NBA Salt Lake City Summer League Stats,Georges Niang,UTA,1,0,0,0,0,0,0,18,1,.267,0.9,0.4,0.1,2,1,.667,0.2,0.1,0.4
2018-2019 NBA Salt Lake City Summer League Stats,Jaron Blossomgame,SAS,1,0,0,0,0,0,0,16,0,.184,5.0,1.0,0.4,2,1,.667,0.2,0.1,0.3
2019-2020 NBA Salt Lake City Summer League Stats,Tony Bradley,UTA,2,0,0,0,0,0,0,26,0,.254,0.3,0.3,0.6,1,1,.500,0.3,0.2,0.5
2019-2020 NBA Salt Lake City Summer League Stats,Willie Reed,UTA,1,0,0,0,0,0,0,14,0,.288,2.0,0.5,0.0,1,1,.500,0.3,0.1,0.3
2021-2022 NBA Salt Lake City Summer League Stats,Udoka Azubuike,UJW,1,0,0,0,0,0,0,19,0,.202,0.3,0.5,0.1,3,0,1.000,0.4,0.3,0.8
2021-2022 NBA Salt Lake City Summer League Stats,Trent Forrest,UJW,1,0,0,0,0,0,0,19,0,.433,4.5,1.0,0.1,3,0,1.000,0.6,0.3,0.9
2021-2022 NBA Salt Lake City Summer League Stats,"Xavier Tillman, Sr.",MEM,1,0,0,0,0,0,0,14,0,.208,2.0,1.3,0.4,2,0,1.000,0.2,0.2,0.4
2021-2022 NBA Salt Lake City Summer League Stats,Justin Patton,UJB,1,0,0,0,0,0,0,11,0,.115,0.2,0.1,0.3,1,2,.333,-0.1,0.1,0.0
2022-2023 NBA Salt Lake City Summer League Stats,Josh Giddey,OKC,2,1,0,0,0,0,0,14,1,.453,2.2,0.5,0.3,2,1,.667,0.1,0.3,0.4
2022-2023 NBA Salt Lake City Summer League Stats,Chet Holmgren,OKC,1,0,0,0,0,0,1,23,0,.254,1.8,0.3,0.5,2,0,1.000,0.3,0.3,0.6
2022-2023 NBA Salt Lake City Summer League Stats,"Xavier Tillman, Sr.",MEM,1,0,0,0,0,0,0,16,0,.253,8.0,1.0,0.2,2,0,1.000,0.3,0.0,0.3
2022-2023 NBA Salt Lake City Summer League Stats,"Paul Reed, Jr.",PHI,1,0,0,0,0,0,0,20,0,.254,0.3,0.6,0.3,1,1,.500,0.1,0.1,0.2
2023-2024 NBA Salt Lake City Summer League Stats,Ousmane Dieng,OKC,1,0,0,0,0,0,0,22,0,.238,0.6,0.3,0.2,2,1,.667,-0.1,0.2,0.1
2023-2024 NBA Salt Lake City Summer League Stats,G.G. Jackson,MEM,1,0,0,0,0,0,0,23,0,.163,0.0,0.0,0.2,2,1,.667,0.1,0.1,0.1
2023-2024 NBA Salt Lake City Summer League Stats,"Kenny Lofton, Jr.",MEM,1,0,0,0,0,0,0,21,1,.317,2.7,1.7,0.3,2,0,1.000,0.1,0.1,0.3
2023-2024 NBA Salt Lake City Summer League Stats,Ochai Agbaji,UTA,1,0,0,0,0,0,0,22,0,.263,0.4,0.2,0.1,1,2,.333,-0.2,0.2,-0.1
2023-2024 NBA Salt Lake City Summer League Stats,Chet Holmgren,OKC,1,0,0,0,0,0,0,15,0,.190,0.3,0.2,0.5,1,1,.500,-0.2,0.2,0.0
2018-2019 NBA California Classic Stats,Derrick Jones,MIA,1,0,0,0,0,0,0,24,0,.294,0.4,0.9,0.7,2,1,.667,0.3,0.3,0.6
2018-2019 NBA California Classic Stats,Moe Wagner,LAL,1,0,0,0,0,0,0,23,0,.182,0.2,0.4,0.4,0,3,.000,0.0,0.1,0.1
2018-2019 NBA California Classic Stats,Marcus Derrickson,GSW,1,0,0,0,0,0,0,24,0,.153,0.5,2.0,0.2,3,0,1.000,0.1,0.3,0.3
2018-2019 NBA California Classic Stats,Kendrick Nunn,GSW,1,0,0,0,0,0,0,19,0,.255,1.0,0.8,0.2,2,0,1.000,0.0,0.3,0.3
2018-2019 NBA California Classic Stats,Bam Adebayo,MIA,1,0,0,0,0,0,0,14,1,.188,0.5,0.0,0.7,2,1,.667,-0.1,0.2,0.1
2018-2019 NBA California Classic Stats,Harry Giles,SAC,1,0,0,0,0,0,0,13,0,.171,0.1,0.4,0.1,1,2,.333,-0.2,0.1,-0.2
2019-2020 NBA California Classic Stats,Eric Mika,SAC,2,0,0,0,0,0,0,13,0,.126,0.5,0.0,0.7,1,2,.333,0.1,0.0,0.1
2019-2020 NBA California Classic Stats,Devontae Cacok,LAL,1,0,0,0,0,1,0,16,0,.214,1.3,2.0,0.2,2,1,.667,0.3,0.1,0.3
2019-2020 NBA California Classic Stats,Semaj Christon,SAC,1,0,0,0,0,0,0,13,0,.391,3.1,0.7,0.4,1,2,.333,0.3,0.1,0.4
2019-2020 NBA California Classic Stats,Wenyen Gabriel,SAC,1,0,0,0,0,0,0,22,0,.259,0.3,0.5,0.5,1,1,.500,0.2,0.1,0.3
2021-2022 NBA California Classic Stats,Omer Yurtseven,MIA,1,0,0,0,0,0,0,27,0,.359,0.3,0.1,0.3,2,0,1.000,0.2,0.1,0.4
2021-2022 NBA California Classic Stats,Marcus Garrett,MIA,1,0,0,0,0,1,0,11,0,.188,2.5,5.0,1.2,2,0,1.000,0.3,0.2,0.5
2022-2023 NBA California Classic Stats,Neemias Queta,SAC,1,0,0,0,0,0,0,14,0,.211,0.6,0.9,0.3,3,0,1.000,0.1,0.3,0.4
2023-2024 NBA California Classic Stats,Dominick Barlow,SAS,1,0,0,0,0,0,0,24,0,.254,7.0,2.0,0.4,2,0,1.000,0.3,0.1,0.5
2023-2024 NBA California Classic Stats,Neemias Queta,SAC,1,0,0,0,0,0,0,11,0,.197,1.0,0.0,0.6,2,0,1.000,0.1,0.1,0.2
